Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
SR-0017436,Request setup of test environment for application,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,High,High,Medium,2025-07-12T19:38:16.000000,2025-07-13T00:38:16.000000,2025-07-13T11:38:16.000000,3,Saturday,5.0,11.0,16.0,1,2025-28
SR-0017437,Request new role assignment in business system,Hardware,Iron Man,Iron Man,Avengers,Service A,In Progress,Medium,High,High,Medium,2025-07-12T15:07:23.000000,2025-07-12T18:07:23.000000,,1,Saturday,3.0,,,0,2025-28
SR-0017438,Request update of email signature settings,Failure,Iron Man,Iron Man,Avengers,Service B,New,Low,Medium,Medium,Medium,2025-07-12T19:02:41.000000,,,3,Saturday,,,,0,2025-28
SR-0017439,Request shared calendar setup for team,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-07-12T21:20:55.000000,2025-07-13T04:20:55.000000,2025-07-13T23:20:55.000000,0,Saturday,7.0,19.0,26.0,0,2025-28
SR-0017440,Request creation of a user account,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-07-12T00:36:34.000000,2025-07-12T04:36:34.000000,2025-07-13T04:36:34.000000,4,Saturday,4.0,24.0,28.0,1,2025-28
SR-0017441,Request setup of network storage connection,Network,Loki,Loki,Avengers,Service A,New,Low,Medium,Low,Medium,2025-07-12T11:20:01.000000,,,2,Saturday,,,,0,2025-28
SR-0017442,Request activation of additional login security,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,High,2025-07-12T12:30:31.000000,2025-07-12T17:30:31.000000,2025-07-13T13:30:31.000000,3,Saturday,5.0,20.0,25.0,1,2025-28
SR-0017443,Request adjustment of access permissions,Access,Loki,Loki,Avengers,Service C,New,Medium,High,High,Medium,2025-07-12T02:11:15.000000,,,3,Saturday,,,,0,2025-28
SR-0017444,Request access to data analysis tools,Network,Iron Man,Iron Man,Avengers,Service C,New,Medium,Critical,High,Medium,2025-07-12T03:22:35.000000,,,3,Saturday,,,,0,2025-28
SR-0017445,Request password assistance,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,High,High,High,High,2025-07-12T12:48:12.000000,2025-07-12T19:48:12.000000,2025-07-13T12:48:12.000000,3,Saturday,7.0,17.0,24.0,1,2025-28
SR-0017446,Request removal from email group,Complaint,Loki,Loki,Avengers,Service C,Closed,High,Critical,Medium,High,2025-07-12T13:26:48.000000,2025-07-12T18:26:48.000000,2025-07-13T03:26:48.000000,4,Saturday,5.0,9.0,14.0,1,2025-28
SR-0017447,Request configuration of high-availability service,Failure,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-07-12T01:46:54.000000,2025-07-12T09:46:54.000000,2025-07-12T17:46:54.000000,2,Saturday,8.0,8.0,16.0,1,2025-28
SR-0017448,Request new project storage area,Software,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-07-12T05:10:51.000000,2025-07-12T09:10:51.000000,2025-07-12T21:10:51.000000,3,Saturday,4.0,12.0,16.0,1,2025-28
SR-0017449,Request new authentication device or token,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,New,Low,High,High,Medium,2025-07-12T19:56:19.000000,,,3,Saturday,,,,0,2025-28
SR-0017450,Request access to remote working environment,Data,Batman,Batman,Matrix,Service B,Closed,High,Low,Low,Low,2025-07-12T23:50:46.000000,2025-07-13T04:50:46.000000,2025-07-15T19:50:46.000000,5,Saturday,5.0,63.0,68.0,1,2025-28
SR-0017451,Request remote access enablement,Data,Thor,Thor,Avengers,Service B,New,High,High,High,High,2025-07-12T21:49:12.000000,,,3,Saturday,,,,0,2025-28
SR-0017452,Request website allowance for business use,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Low,Low,Low,2025-07-12T14:16:43.000000,2025-07-12T21:16:43.000000,2025-07-15T16:16:43.000000,1,Saturday,7.0,67.0,74.0,1,2025-28
SR-0017453,Request configuration of backup for data area,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Low,Low,Low,2025-07-12T20:20:18.000000,2025-07-13T00:20:18.000000,2025-07-15T13:20:18.000000,1,Saturday,4.0,61.0,65.0,1,2025-28
SR-0017454,Request change of access rights on shared storage,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Low,Low,Low,2025-07-12T09:22:06.000000,2025-07-12T12:22:06.000000,2025-07-14T11:22:06.000000,4,Saturday,3.0,47.0,50.0,0,2025-28
SR-0017455,Request secure deletion of data from device,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-07-12T09:29:06.000000,2025-07-12T11:29:06.000000,2025-07-12T19:29:06.000000,5,Saturday,2.0,8.0,10.0,1,2025-28
SR-0017456,Request shared calendar setup for team,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,High,2025-07-12T00:09:11.000000,2025-07-12T07:09:11.000000,2025-07-12T23:09:11.000000,2,Saturday,7.0,16.0,23.0,1,2025-28
SR-0017457,Request installation of document editing tool,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,High,Medium,2025-07-12T13:26:03.000000,2025-07-12T19:26:03.000000,2025-07-13T02:26:03.000000,4,Saturday,6.0,7.0,13.0,0,2025-28
SR-0017458,Request upgrade of workstation performance,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-07-12T15:23:33.000000,2025-07-12T22:23:33.000000,2025-07-14T07:23:33.000000,5,Saturday,7.0,33.0,40.0,1,2025-28
SR-0017459,Request replacement of power adapter,Software,Thor,Thor,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-07-12T04:33:17.000000,2025-07-12T11:33:17.000000,2025-07-13T07:33:17.000000,0,Saturday,7.0,20.0,27.0,0,2025-28
SR-0017460,Request adjustment of access permissions,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,High,Low,Low,Low,2025-07-12T12:29:24.000000,2025-07-12T18:29:24.000000,2025-07-15T13:29:24.000000,3,Saturday,6.0,67.0,73.0,1,2025-28
SR-0017461,Request new audio equipment for calls,Access,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-07-12T05:08:52.000000,2025-07-12T10:08:52.000000,2025-07-12T20:08:52.000000,0,Saturday,5.0,10.0,15.0,1,2025-28
SR-0017462,Request productivity software licence,Access,Thor,Thor,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-07-12T22:50:23.000000,2025-07-13T02:50:23.000000,2025-07-14T12:50:23.000000,4,Saturday,4.0,34.0,38.0,0,2025-28
SR-0017463,Request new mobile device setup,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-07-12T03:10:34.000000,2025-07-12T10:10:34.000000,2025-07-13T06:10:34.000000,4,Saturday,7.0,20.0,27.0,0,2025-28
SR-0017464,Request change of print settings,Software,Captain America,Captain America,Avengers,Service A,New,Low,Critical,High,High,2025-07-12T02:58:51.000000,,,1,Saturday,,,,0,2025-28
SR-0017465,Request change in routing for service access,Facilities,Captain America,Captain America,Avengers,Service B,In Progress,High,Critical,High,High,2025-07-12T10:28:35.000000,2025-07-12T14:28:35.000000,,5,Saturday,4.0,,,0,2025-28
SR-0017466,Request setup of network storage connection,Data,Hulk,Hulk,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-07-12T14:33:29.000000,2025-07-12T20:33:29.000000,2025-07-14T03:33:29.000000,5,Saturday,6.0,31.0,37.0,1,2025-28
SR-0017467,Request VPN access from additional device,Software,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-07-12T20:49:48.000000,2025-07-12T22:49:48.000000,2025-07-13T00:49:48.000000,2,Saturday,2.0,2.0,4.0,0,2025-28
SR-0017468,Request access to development resources,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,High,Medium,2025-07-12T15:01:13.000000,2025-07-12T18:01:13.000000,2025-07-13T05:01:13.000000,5,Saturday,3.0,11.0,14.0,1,2025-28
SR-0017469,Request access to data analysis tools,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,High,High,2025-07-12T19:01:11.000000,2025-07-12T23:01:11.000000,2025-07-13T22:01:11.000000,4,Saturday,4.0,23.0,27.0,1,2025-28
SR-0017470,Request installation of document editing tool,Facilities,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,Medium,2025-07-12T11:56:06.000000,2025-07-12T13:56:06.000000,2025-07-13T01:56:06.000000,1,Saturday,2.0,12.0,14.0,1,2025-28
SR-0017471,Request new audio equipment for calls,Facilities,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-07-12T21:59:27.000000,2025-07-13T04:59:27.000000,2025-07-13T13:59:27.000000,2,Saturday,7.0,9.0,16.0,1,2025-28
SR-0017472,Request access to internal help and knowledge portal,Facilities,John Wick,John Wick,Matrix,Service B,New,High,Medium,Low,Medium,2025-07-12T13:27:35.000000,,,1,Saturday,,,,0,2025-28
SR-0017473,Request removal of unused virtual environment,Software,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-07-12T18:19:18.000000,2025-07-12T20:19:18.000000,2025-07-13T13:19:18.000000,0,Saturday,2.0,17.0,19.0,0,2025-28
SR-0017474,Request setup of email forwarding rule,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Critical,Medium,Medium,2025-07-12T09:33:16.000000,2025-07-12T17:33:16.000000,2025-07-13T02:33:16.000000,5,Saturday,8.0,9.0,17.0,1,2025-28
SR-0017475,Request device hardware upgrade,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Low,Critical,High,High,2025-07-12T15:35:36.000000,2025-07-12T21:35:36.000000,,2,Saturday,6.0,,,0,2025-28
SR-0017476,Request change of default web browser,Data,Neo,Neo,Matrix,Service A,New,Medium,High,Medium,High,2025-07-12T12:15:17.000000,,,1,Saturday,,,,0,2025-28
SR-0017477,Request creation of shared collaboration space,Facilities,Loki,Loki,Avengers,Service B,In Progress,High,Critical,High,High,2025-07-12T10:08:52.000000,2025-07-12T15:08:52.000000,,1,Saturday,5.0,,,0,2025-28
SR-0017478,Request configuration of meeting room technology,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,High,2025-07-12T03:17:12.000000,2025-07-12T09:17:12.000000,2025-07-12T16:17:12.000000,0,Saturday,6.0,7.0,13.0,1,2025-28
SR-0017479,Request device hardware upgrade,Facilities,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-07-12T21:09:13.000000,2025-07-12T23:09:13.000000,2025-07-13T05:09:13.000000,2,Saturday,2.0,6.0,8.0,1,2025-28
SR-0017480,Request update to data retention settings,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,High,High,High,2025-07-12T01:09:03.000000,,,1,Saturday,,,,0,2025-28
SR-0017481,Request remote access to internal application,Complaint,John Cena,John Cena,Matrix,Service C,Closed,High,Low,Low,Low,2025-07-12T22:08:57.000000,2025-07-13T06:08:57.000000,2025-07-15T10:08:57.000000,0,Saturday,8.0,52.0,60.0,1,2025-28
SR-0017482,Request docking station setup,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-07-12T17:13:09.000000,2025-07-13T00:13:09.000000,2025-07-13T15:13:09.000000,2,Saturday,7.0,15.0,22.0,0,2025-28
SR-0017483,Request setup of automatic absence notification,Access,Iron Man,Iron Man,Avengers,Service C,In Progress,Medium,Medium,Medium,Low,2025-07-12T03:30:55.000000,2025-07-12T09:30:55.000000,,3,Saturday,6.0,,,0,2025-28
SR-0017484,Request installation of standard-approved software,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-07-12T03:52:58.000000,2025-07-12T07:52:58.000000,2025-07-12T23:52:58.000000,1,Saturday,4.0,16.0,20.0,1,2025-28
SR-0017485,Request new virtual environment for testing,Facilities,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-07-12T11:55:59.000000,2025-07-12T14:55:59.000000,2025-07-13T14:55:59.000000,5,Saturday,3.0,24.0,27.0,0,2025-28
SR-0017486,Request creation of shared collaboration space,Network,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Medium,Low,2025-07-12T07:12:22.000000,2025-07-12T15:12:22.000000,2025-07-13T22:12:22.000000,5,Saturday,8.0,31.0,39.0,1,2025-28
SR-0017487,Request update of security configuration,Network,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-07-12T05:12:11.000000,2025-07-12T13:12:11.000000,2025-07-13T10:12:11.000000,1,Saturday,8.0,21.0,29.0,1,2025-28
SR-0017488,Request replacement of input device,Facilities,Captain America,Captain America,Avengers,Service A,On Hold,Low,Medium,Low,Medium,2025-07-12T15:45:08.000000,,,4,Saturday,,,,0,2025-28
SR-0017489,Request access to incident tracking dashboard,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Low,Low,2025-07-12T14:36:08.000000,2025-07-12T17:36:08.000000,2025-07-14T05:36:08.000000,2,Saturday,3.0,36.0,39.0,1,2025-28
SR-0017490,Request configuration of meeting room technology,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-07-12T08:20:19.000000,2025-07-12T10:20:19.000000,2025-07-14T00:20:19.000000,2,Saturday,2.0,38.0,40.0,0,2025-28
SR-0017491,Request device hardware upgrade,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-07-13T20:42:53.000000,2025-07-14T02:42:53.000000,2025-07-14T07:42:53.000000,1,Sunday,6.0,5.0,11.0,1,2025-28
SR-0017492,Request new workstation device,Hardware,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-07-13T00:02:48.000000,2025-07-13T07:02:48.000000,2025-07-13T18:02:48.000000,0,Sunday,7.0,11.0,18.0,1,2025-28
SR-0017493,Request access to test environment data,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,Medium,2025-07-13T00:00:12.000000,2025-07-13T07:00:12.000000,2025-07-13T15:00:12.000000,4,Sunday,7.0,8.0,15.0,1,2025-28
SR-0017494,Request creation of generic team login,Access,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-07-13T04:47:43.000000,2025-07-13T07:47:43.000000,2025-07-13T17:47:43.000000,5,Sunday,3.0,10.0,13.0,1,2025-28
SR-0017495,Request new authentication device or token,Complaint,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-07-13T19:27:08.000000,2025-07-13T22:27:08.000000,2025-07-14T10:27:08.000000,1,Sunday,3.0,12.0,15.0,1,2025-28
SR-0017496,Request external user account creation,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-07-13T09:22:47.000000,2025-07-13T13:22:47.000000,2025-07-14T23:22:47.000000,4,Sunday,4.0,34.0,38.0,1,2025-28
SR-0017497,Request remote access enablement,Software,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-07-13T14:56:06.000000,2025-07-13T22:56:06.000000,2025-07-14T09:56:06.000000,1,Sunday,8.0,11.0,19.0,1,2025-28
SR-0017498,Request removal from email group,Hardware,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-07-13T08:54:40.000000,2025-07-13T12:54:40.000000,2025-07-13T21:54:40.000000,3,Sunday,4.0,9.0,13.0,1,2025-28
SR-0017499,Request VPN access from additional device,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service C,In Progress,High,Medium,Medium,Medium,2025-07-13T00:54:14.000000,2025-07-13T04:54:14.000000,,0,Sunday,4.0,,,0,2025-28
SR-0017500,Request access to time-management tools,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-07-13T13:49:13.000000,2025-07-13T16:49:13.000000,2025-07-14T02:49:13.000000,2,Sunday,3.0,10.0,13.0,1,2025-28
SR-0017501,Request VPN access from additional device,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,Medium,Medium,2025-07-13T10:53:54.000000,2025-07-13T14:53:54.000000,2025-07-14T09:53:54.000000,5,Sunday,4.0,19.0,23.0,1,2025-28
SR-0017502,Request creation of generic team login,Complaint,Spiderman,Spiderman,Avengers II,Service B,On Hold,Medium,Low,Low,Low,2025-07-13T16:04:32.000000,,,1,Sunday,,,,0,2025-28
SR-0017503,Request new workstation setup at workplace,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,New,Low,High,Medium,High,2025-07-13T10:54:13.000000,,,5,Sunday,,,,0,2025-28
SR-0017504,Request access to business application,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-07-13T14:32:02.000000,2025-07-13T19:32:02.000000,2025-07-14T05:32:02.000000,0,Sunday,5.0,10.0,15.0,1,2025-28
SR-0017505,Request access to reporting tools,Network,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-07-13T08:40:36.000000,2025-07-13T15:40:36.000000,2025-07-13T18:40:36.000000,2,Sunday,7.0,3.0,10.0,0,2025-28
SR-0017506,Request access to data analysis tools,Software,Loki,Loki,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-07-13T01:27:32.000000,2025-07-13T09:27:32.000000,2025-07-13T22:27:32.000000,2,Sunday,8.0,13.0,21.0,0,2025-28
SR-0017507,Request setup of shared document library,Software,Iron Man,Iron Man,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-07-13T03:21:41.000000,2025-07-13T10:21:41.000000,2025-07-14T19:21:41.000000,4,Sunday,7.0,33.0,40.0,1,2025-28
SR-0017508,Request access to marketing documents storage,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-07-13T06:36:26.000000,2025-07-13T08:36:26.000000,2025-07-14T08:36:26.000000,4,Sunday,2.0,24.0,26.0,0,2025-28
SR-0017509,Request change of time zone settings for account,Facilities,Batman,Batman,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-07-13T16:22:56.000000,2025-07-13T22:22:56.000000,2025-07-15T09:22:56.000000,1,Sunday,6.0,35.0,41.0,1,2025-28
SR-0017510,Request device hardware upgrade,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-07-13T21:30:44.000000,2025-07-14T02:30:44.000000,2025-07-15T00:30:44.000000,5,Sunday,5.0,22.0,27.0,0,2025-28
SR-0017511,Request password assistance,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-07-13T22:42:22.000000,2025-07-14T02:42:22.000000,2025-07-14T17:42:22.000000,4,Sunday,4.0,15.0,19.0,0,2025-28
SR-0017512,Request new project storage area,Network,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,Medium,2025-07-13T10:18:28.000000,2025-07-13T16:18:28.000000,2025-07-14T13:18:28.000000,3,Sunday,6.0,21.0,27.0,1,2025-28
SR-0017513,Request access to data analysis tools,Software,John Wick,John Wick,Matrix,Service B,Closed,Low,High,High,High,2025-07-13T20:35:02.000000,2025-07-14T03:35:02.000000,2025-07-14T23:35:02.000000,5,Sunday,7.0,20.0,27.0,1,2025-28
SR-0017514,Request new workstation device,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Critical,High,High,2025-07-13T07:06:21.000000,2025-07-13T11:06:21.000000,2025-07-13T17:06:21.000000,0,Sunday,4.0,6.0,10.0,1,2025-28
SR-0017515,Request setup of automatic absence notification,Facilities,Spiderman,Spiderman,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-07-13T16:56:14.000000,,,1,Sunday,,,,0,2025-28
SR-0017516,Request update of user contact information,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,Medium,High,2025-07-13T01:13:39.000000,2025-07-13T07:13:39.000000,2025-07-13T17:13:39.000000,3,Sunday,6.0,10.0,16.0,1,2025-28
SR-0017517,Request increase of mailbox storage,Failure,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,Medium,2025-07-13T01:24:18.000000,2025-07-13T03:24:18.000000,2025-07-13T06:24:18.000000,5,Sunday,2.0,3.0,5.0,0,2025-28
SR-0017518,Request enrolment of device into management system,Complaint,Spiderman,Spiderman,Avengers II,Service B,In Progress,Medium,Medium,Medium,Medium,2025-07-13T00:58:02.000000,2025-07-13T06:58:02.000000,,3,Sunday,6.0,,,0,2025-28
