Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CHG-0000611,Data import completed,Failure,Loki,Loki,Avengers,Service B,Low,Low,Low,In Progress,Medium,2025-07-24T12:19:54.000000,Thursday,2025-07-24T18:19:54.000000,,4,6.0,0.0,0.0,0
CHG-0000612,System backup restored,Failure,Loki,Loki,Avengers,Service A,Low,Low,Low,On Hold,Medium,2025-07-25T14:57:55.000000,Friday,,,0,0.0,0.0,0.0,0
CHG-0000613,Service endpoint modified,Network,Loki,Loki,Avengers,Service D,High,Low,Medium,Closed,Medium,2025-07-25T14:04:39.000000,Friday,2025-07-25T17:04:39.000000,2025-07-27T05:04:39.000000,4,3.0,36.0,39.0,1
CHG-0000614,Application deployed,Network,Shang Chi,Shang Chi,Avengers II,Service A,Medium,Low,Low,Closed,Medium,2025-07-25T12:53:34.000000,Friday,2025-07-25T20:53:34.000000,2025-07-26T17:53:34.000000,2,8.0,21.0,29.0,0
CHG-0000615,Routine maintenance performed,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Medium,Low,Closed,Medium,2025-07-26T11:24:50.000000,Saturday,2025-07-26T19:24:50.000000,2025-07-28T02:24:50.000000,3,8.0,31.0,39.0,1
CHG-0000616,Application license assigned,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,High,Medium,Low,Closed,Medium,2025-07-26T19:26:21.000000,Saturday,2025-07-26T22:26:21.000000,2025-07-28T04:26:21.000000,4,3.0,30.0,33.0,1
CHG-0000617,User authentication method updated,Data,Captain America,Captain America,Avengers,Service B,Low,High,Low,Closed,High,2025-07-27T22:06:37.000000,Sunday,2025-07-28T03:06:37.000000,2025-07-29T13:06:37.000000,4,5.0,34.0,39.0,1
CHG-0000618,Scheduled task created,Software,Batman,Batman,Matrix,Service D,Low,High,High,On Hold,Medium,2025-07-27T13:17:36.000000,Sunday,,,2,0.0,0.0,0.0,0
CHG-0000619,Alert threshold changed,Hardware,Spiderman,Spiderman,Avengers II,Service E,Low,Medium,Low,In Progress,Medium,2025-07-27T21:23:13.000000,Sunday,2025-07-28T02:23:13.000000,,3,5.0,0.0,0.0,0
CHG-0000620,Access policy reviewed,Software,Iron Man,Iron Man,Avengers,Service D,High,High,Low,Closed,High,2025-07-28T08:04:14.000000,Monday,2025-07-28T10:04:14.000000,2025-07-28T16:04:14.000000,1,2.0,6.0,8.0,0
CHG-0000621,Service endpoint modified,Hardware,Iron Man,Iron Man,Avengers,Service D,Low,Medium,Medium,Closed,Critical,2025-07-29T10:22:52.000000,Tuesday,2025-07-29T17:22:52.000000,2025-07-30T08:22:52.000000,0,7.0,15.0,22.0,1
CHG-0000622,Alert threshold changed,Data,Loki,Loki,Avengers,Service B,High,Low,Medium,New,Medium,2025-07-29T14:16:22.000000,Tuesday,,,2,0.0,0.0,0.0,0
CHG-0000623,Resource allocation changed,Complaint,Captain America,Captain America,Avengers,Service C,High,High,Low,Closed,Medium,2025-07-29T09:09:53.000000,Tuesday,2025-07-29T15:09:53.000000,2025-07-30T11:09:53.000000,1,6.0,20.0,26.0,0
CHG-0000624,System backup restored,Complaint,Shang Chi,Shang Chi,Avengers II,Service D,Low,Low,Low,Closed,Medium,2025-07-30T05:30:02.000000,Wednesday,2025-07-30T08:30:02.000000,2025-07-31T04:30:02.000000,4,3.0,20.0,23.0,0
CHG-0000625,Application feature enabled,Failure,Spiderman,Spiderman,Avengers II,Service E,Low,Medium,Low,Closed,High,2025-07-31T04:52:00.000000,Thursday,2025-07-31T08:52:00.000000,2025-07-31T10:52:00.000000,3,4.0,2.0,6.0,0
CHG-0000626,Service port changed,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,High,Low,High,Closed,Medium,2025-08-01T13:18:22.000000,Friday,2025-08-01T17:18:22.000000,2025-08-02T15:18:22.000000,5,4.0,22.0,26.0,0
CHG-0000627,Data import completed,Access,Captain Marvel,Captain Marvel,Avengers II,Service D,High,Low,High,Closed,High,2025-08-01T05:22:27.000000,Friday,2025-08-01T11:22:27.000000,2025-08-02T06:22:27.000000,2,6.0,19.0,25.0,1
CHG-0000628,User password reset,Access,Spiderman,Spiderman,Avengers II,Service A,High,Medium,Medium,Closed,High,2025-08-01T23:39:58.000000,Friday,2025-08-02T07:39:58.000000,2025-08-02T10:39:58.000000,2,8.0,3.0,11.0,0
CHG-0000629,Alert threshold changed,Complaint,Iron Man,Iron Man,Avengers,Service D,Medium,High,Medium,Closed,High,2025-08-01T17:53:50.000000,Friday,2025-08-01T21:53:50.000000,2025-08-02T18:53:50.000000,0,4.0,21.0,25.0,1
CHG-0000630,Alert threshold changed,Facilities,Spiderman,Spiderman,Avengers II,Service A,Medium,Medium,High,Closed,High,2025-08-01T12:58:55.000000,Friday,2025-08-01T20:58:55.000000,2025-08-01T22:58:55.000000,2,8.0,2.0,10.0,0
CHG-0000631,Backup schedule updated,Hardware,John Wick,John Wick,Matrix,Service C,Medium,Medium,High,Closed,Medium,2025-08-02T10:44:29.000000,Saturday,2025-08-02T16:44:29.000000,2025-08-03T22:44:29.000000,2,6.0,30.0,36.0,1
CHG-0000632,System update applied,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,Medium,Low,Closed,Medium,2025-08-02T11:31:43.000000,Saturday,2025-08-02T19:31:43.000000,2025-08-03T18:31:43.000000,0,8.0,23.0,31.0,0
CHG-0000633,System notification configured,Network,Hulk,Hulk,Avengers,Service A,Low,Medium,High,In Progress,Medium,2025-08-02T00:50:58.000000,Saturday,2025-08-02T06:50:58.000000,,1,6.0,0.0,0.0,0
CHG-0000634,Device added to network,Network,Thor,Thor,Avengers,Service B,Low,Low,Low,Closed,Medium,2025-08-02T16:04:20.000000,Saturday,2025-08-02T23:04:20.000000,2025-08-04T11:04:20.000000,3,7.0,36.0,43.0,1
CHG-0000635,System notification configured,Complaint,Neo,Neo,Matrix,Service A,Low,Low,High,Closed,Medium,2025-08-03T15:18:25.000000,Sunday,2025-08-03T17:18:25.000000,2025-08-04T06:18:25.000000,1,2.0,13.0,15.0,0
CHG-0000636,Access policy reviewed,Hardware,Hulk,Hulk,Avengers,Service E,Low,High,High,Closed,Medium,2025-08-03T03:40:53.000000,Sunday,2025-08-03T10:40:53.000000,2025-08-04T13:40:53.000000,5,7.0,27.0,34.0,1
CHG-0000637,Routine maintenance performed,Data,Iron Man,Iron Man,Avengers,Service B,High,Low,Low,Closed,Medium,2025-08-03T19:22:42.000000,Sunday,2025-08-04T00:22:42.000000,2025-08-05T07:22:42.000000,3,5.0,31.0,36.0,1
CHG-0000638,Resource permissions changed,Facilities,Neo,Neo,Matrix,Service E,Low,High,Low,Closed,Medium,2025-08-03T10:07:05.000000,Sunday,2025-08-03T14:07:05.000000,2025-08-05T02:07:05.000000,4,4.0,36.0,40.0,1
CHG-0000639,System resource increased,Complaint,Captain America,Captain America,Avengers,Service B,Medium,High,Medium,Closed,High,2025-08-04T02:51:08.000000,Monday,2025-08-04T09:51:08.000000,2025-08-04T21:51:08.000000,0,7.0,12.0,19.0,0
CHG-0000640,Device removed from inventory,Network,Spiderman,Spiderman,Avengers II,Service C,High,High,High,Closed,Medium,2025-08-04T14:21:42.000000,Monday,2025-08-04T21:21:42.000000,2025-08-05T20:21:42.000000,1,7.0,23.0,30.0,0
CHG-0000641,User authentication method updated,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,High,High,Closed,Medium,2025-08-05T08:49:31.000000,Tuesday,2025-08-05T10:49:31.000000,2025-08-05T18:49:31.000000,1,2.0,8.0,10.0,0
CHG-0000642,Security settings updated,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,High,Medium,Low,Closed,Medium,2025-08-05T19:21:02.000000,Tuesday,2025-08-06T03:21:02.000000,2025-08-06T13:21:02.000000,4,8.0,10.0,18.0,0
CHG-0000643,Application deployed,Complaint,Loki,Loki,Avengers,Service A,Low,Low,Medium,On Hold,Low,2025-08-05T02:00:38.000000,Tuesday,,,2,0.0,0.0,0.0,0
CHG-0000644,Resource allocation changed,Access,Iron Man,Iron Man,Avengers,Service A,Low,Medium,Low,Closed,Medium,2025-08-06T01:03:34.000000,Wednesday,2025-08-06T06:03:34.000000,2025-08-07T04:03:34.000000,1,5.0,22.0,27.0,0
CHG-0000645,User group membership changed,Facilities,John Cena,John Cena,Matrix,Service A,Low,Low,Low,Closed,Medium,2025-08-06T10:54:25.000000,Wednesday,2025-08-06T16:54:25.000000,2025-08-08T01:54:25.000000,0,6.0,33.0,39.0,1
CHG-0000646,Network route adjusted,Hardware,Loki,Loki,Avengers,Service C,High,Low,Low,Closed,Medium,2025-08-06T15:11:12.000000,Wednesday,2025-08-06T17:11:12.000000,2025-08-07T20:11:12.000000,2,2.0,27.0,29.0,1
CHG-0000647,Software version upgraded,Network,Iron Man,Iron Man,Avengers,Service E,High,High,High,Closed,Critical,2025-08-07T04:20:54.000000,Thursday,2025-08-07T11:20:54.000000,2025-08-08T13:20:54.000000,0,7.0,26.0,33.0,1
CHG-0000648,Service dependency changed,Network,John Cena,John Cena,Matrix,Service A,Medium,High,High,Closed,Medium,2025-08-07T06:45:02.000000,Thursday,2025-08-07T11:45:02.000000,2025-08-08T18:45:02.000000,2,5.0,31.0,36.0,1
CHG-0000649,Application access granted,Hardware,Batman,Batman,Matrix,Service C,High,Medium,Medium,Closed,Medium,2025-08-07T15:11:19.000000,Thursday,2025-08-07T17:11:19.000000,2025-08-08T19:11:19.000000,1,2.0,26.0,28.0,1
CHG-0000650,User account updated,Access,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,High,High,Closed,Medium,2025-08-08T17:23:45.000000,Friday,2025-08-08T20:23:45.000000,2025-08-08T22:23:45.000000,0,3.0,2.0,5.0,0
CHG-0000651,System update applied,Data,Spiderman,Spiderman,Avengers II,Service C,High,High,Low,Closed,Medium,2025-08-08T09:31:26.000000,Friday,2025-08-08T15:31:26.000000,2025-08-09T00:31:26.000000,0,6.0,9.0,15.0,0
CHG-0000652,Application deployed,Failure,Doctor Strange,Doctor Strange,Avengers II,Service E,High,High,Medium,Closed,High,2025-08-08T16:56:20.000000,Friday,2025-08-08T21:56:20.000000,2025-08-09T21:56:20.000000,2,5.0,24.0,29.0,1
CHG-0000653,Database maintenance completed,Access,Batman,Batman,Matrix,Service D,Low,Low,Medium,Closed,Medium,2025-08-08T12:58:17.000000,Friday,2025-08-08T15:58:17.000000,2025-08-08T20:58:17.000000,0,3.0,5.0,8.0,0
CHG-0000654,Device added to network,Hardware,John Wick,John Wick,Matrix,Service A,Low,Low,High,Closed,Medium,2025-08-08T21:04:43.000000,Friday,2025-08-09T02:04:43.000000,2025-08-09T05:04:43.000000,0,5.0,3.0,8.0,0
CHG-0000655,Alert threshold changed,Hardware,Iron Man,Iron Man,Avengers,Service C,Medium,Medium,Low,Closed,High,2025-08-09T18:34:41.000000,Saturday,2025-08-09T21:34:41.000000,2025-08-10T04:34:41.000000,0,3.0,7.0,10.0,0
CHG-0000656,Data retention policy updated,Software,Hulk,Hulk,Avengers,Service E,Low,Medium,High,Closed,Medium,2025-08-10T06:03:51.000000,Sunday,2025-08-10T12:03:51.000000,2025-08-11T20:03:51.000000,2,6.0,32.0,38.0,1
CHG-0000657,Configuration setting changed,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,High,High,Low,Closed,Medium,2025-08-10T17:10:03.000000,Sunday,2025-08-10T21:10:03.000000,2025-08-11T09:10:03.000000,4,4.0,12.0,16.0,0
CHG-0000658,Application log reviewed,Data,Hulk,Hulk,Avengers,Service D,Low,Low,Low,Closed,High,2025-08-10T19:39:43.000000,Sunday,2025-08-11T00:39:43.000000,2025-08-11T21:39:43.000000,1,5.0,21.0,26.0,1
CHG-0000659,User session reset,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,Medium,High,Closed,Medium,2025-08-10T18:53:24.000000,Sunday,2025-08-10T20:53:24.000000,2025-08-11T19:53:24.000000,1,2.0,23.0,25.0,0
CHG-0000660,Device configuration updated,Software,Neo,Neo,Matrix,Service C,Low,Medium,High,Closed,Medium,2025-08-11T18:22:13.000000,Monday,2025-08-12T02:22:13.000000,2025-08-13T09:22:13.000000,0,8.0,31.0,39.0,1
CHG-0000661,System log settings updated,Network,Hulk,Hulk,Avengers,Service C,Medium,Low,Medium,Closed,Medium,2025-08-11T10:57:34.000000,Monday,2025-08-11T16:57:34.000000,2025-08-12T14:57:34.000000,3,6.0,22.0,28.0,0
CHG-0000662,Service integration updated,Data,Shang Chi,Shang Chi,Avengers II,Service C,Medium,Medium,Low,Closed,High,2025-08-11T03:47:20.000000,Monday,2025-08-11T07:47:20.000000,2025-08-11T14:47:20.000000,5,4.0,7.0,11.0,0
CHG-0000663,Data import completed,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,High,Low,Closed,High,2025-08-11T05:01:41.000000,Monday,2025-08-11T11:01:41.000000,2025-08-11T17:01:41.000000,3,6.0,6.0,12.0,0
CHG-0000664,User password reset,Software,Thor,Thor,Avengers,Service E,High,High,High,Closed,High,2025-08-12T06:05:02.000000,Tuesday,2025-08-12T12:05:02.000000,2025-08-13T02:05:02.000000,3,6.0,14.0,20.0,0
CHG-0000665,Routine maintenance performed,Software,Batman,Batman,Matrix,Service B,High,Low,Medium,Closed,Medium,2025-08-12T17:27:34.000000,Tuesday,2025-08-12T21:27:34.000000,2025-08-13T02:27:34.000000,5,4.0,5.0,9.0,0
CHG-0000666,Password policy updated,Data,Hulk,Hulk,Avengers,Service C,Medium,Medium,Low,New,Critical,2025-08-12T17:14:27.000000,Tuesday,,,0,0.0,0.0,0.0,0
CHG-0000667,Service endpoint modified,Access,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,Low,High,Closed,High,2025-08-12T13:08:24.000000,Tuesday,2025-08-12T15:08:24.000000,2025-08-14T02:08:24.000000,3,2.0,35.0,37.0,1
CHG-0000668,User profile updated,Complaint,Hulk,Hulk,Avengers,Service C,Medium,Low,High,Closed,Critical,2025-08-12T22:07:51.000000,Tuesday,2025-08-13T02:07:51.000000,2025-08-13T13:07:51.000000,4,4.0,11.0,15.0,1
CHG-0000669,User account updated,Data,Captain America,Captain America,Avengers,Service E,High,Medium,High,Closed,Critical,2025-08-13T21:34:09.000000,Wednesday,2025-08-13T23:34:09.000000,2025-08-14T16:34:09.000000,5,2.0,17.0,19.0,1
CHG-0000670,User password reset,Facilities,Iron Man,Iron Man,Avengers,Service A,High,Medium,Low,Closed,High,2025-08-13T10:36:24.000000,Wednesday,2025-08-13T17:36:24.000000,2025-08-14T19:36:24.000000,0,7.0,26.0,33.0,1
CHG-0000671,Device monitoring enabled,Complaint,Thor,Thor,Avengers,Service E,Low,High,Medium,New,High,2025-08-14T16:57:28.000000,Thursday,,,0,0.0,0.0,0.0,0
CHG-0000672,Device removed from inventory,Failure,Batman,Batman,Matrix,Service C,Medium,Medium,Medium,New,Low,2025-08-14T05:47:59.000000,Thursday,,,5,0.0,0.0,0.0,0
CHG-0000673,Device access restricted,Facilities,Hulk,Hulk,Avengers,Service D,High,Low,Medium,Closed,Critical,2025-08-14T11:11:50.000000,Thursday,2025-08-14T18:11:50.000000,2025-08-15T21:11:50.000000,3,7.0,27.0,34.0,1
CHG-0000674,User profile updated,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Medium,Medium,Closed,Low,2025-08-15T20:13:28.000000,Friday,2025-08-16T02:13:28.000000,2025-08-17T13:13:28.000000,4,6.0,35.0,41.0,0
CHG-0000675,Password policy updated,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Medium,High,On Hold,High,2025-08-15T10:12:06.000000,Friday,,,4,0.0,0.0,0.0,0
CHG-0000676,Application access granted,Facilities,Iron Man,Iron Man,Avengers,Service E,High,Low,Low,Closed,Medium,2025-08-15T09:08:42.000000,Friday,2025-08-15T13:08:42.000000,2025-08-17T00:08:42.000000,2,4.0,35.0,39.0,1
CHG-0000677,Alert threshold changed,Access,Neo,Neo,Matrix,Service A,Medium,High,Medium,Closed,Medium,2025-08-16T17:04:38.000000,Saturday,2025-08-16T21:04:38.000000,2025-08-17T16:04:38.000000,4,4.0,19.0,23.0,0
CHG-0000678,Service port changed,Data,Thor,Thor,Avengers,Service A,High,Low,Low,Closed,Medium,2025-08-16T04:15:14.000000,Saturday,2025-08-16T12:15:14.000000,2025-08-16T19:15:14.000000,0,8.0,7.0,15.0,0
CHG-0000679,User password reset,Hardware,Thor,Thor,Avengers,Service D,High,Low,Medium,Closed,Critical,2025-08-16T10:50:08.000000,Saturday,2025-08-16T15:50:08.000000,2025-08-17T01:50:08.000000,1,5.0,10.0,15.0,1
CHG-0000680,User permissions modified,Failure,Neo,Neo,Matrix,Service E,Low,Medium,Medium,Closed,Low,2025-08-16T16:14:29.000000,Saturday,2025-08-16T19:14:29.000000,2025-08-17T01:14:29.000000,0,3.0,6.0,9.0,0
CHG-0000681,Service dependency changed,Data,Iron Man,Iron Man,Avengers,Service E,High,Low,High,Closed,High,2025-08-16T00:27:57.000000,Saturday,2025-08-16T06:27:57.000000,2025-08-16T18:27:57.000000,1,6.0,12.0,18.0,0
CHG-0000682,System cache cleared,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Medium,Medium,Closed,High,2025-08-17T03:21:49.000000,Sunday,2025-08-17T11:21:49.000000,2025-08-18T17:21:49.000000,1,8.0,30.0,38.0,1
CHG-0000683,Service port changed,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,Low,Medium,Closed,High,2025-08-17T04:30:06.000000,Sunday,2025-08-17T09:30:06.000000,2025-08-17T19:30:06.000000,0,5.0,10.0,15.0,0
CHG-0000684,Alert threshold changed,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Low,Medium,Closed,Low,2025-08-17T00:59:41.000000,Sunday,2025-08-17T04:59:41.000000,2025-08-17T19:59:41.000000,5,4.0,15.0,19.0,0
CHG-0000685,Monitoring rules adjusted,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Low,High,Closed,Low,2025-08-17T15:38:08.000000,Sunday,2025-08-17T18:38:08.000000,2025-08-18T23:38:08.000000,1,3.0,29.0,32.0,0
CHG-0000686,System cache cleared,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,High,High,Closed,High,2025-08-18T22:56:13.000000,Monday,2025-08-19T02:56:13.000000,2025-08-20T13:56:13.000000,5,4.0,35.0,39.0,1
CHG-0000687,Resource allocation changed,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Low,Low,High,Closed,High,2025-08-18T20:20:10.000000,Monday,2025-08-19T04:20:10.000000,2025-08-20T01:20:10.000000,1,8.0,21.0,29.0,1
CHG-0000688,System resource increased,Complaint,Iron Man,Iron Man,Avengers,Service D,High,Low,Medium,Closed,High,2025-08-18T22:27:10.000000,Monday,2025-08-19T06:27:10.000000,2025-08-20T13:27:10.000000,0,8.0,31.0,39.0,1
CHG-0000689,Application configuration changed,Complaint,Loki,Loki,Avengers,Service E,Medium,High,Low,In Progress,Medium,2025-08-18T17:28:46.000000,Monday,2025-08-19T00:28:46.000000,,5,7.0,0.0,0.0,0
CHG-0000690,Software version upgraded,Complaint,John Cena,John Cena,Matrix,Service C,High,Low,Low,Closed,Medium,2025-08-19T12:59:20.000000,Tuesday,2025-08-19T18:59:20.000000,2025-08-20T22:59:20.000000,1,6.0,28.0,34.0,1
CHG-0000691,Data import completed,Software,Neo,Neo,Matrix,Service B,High,Low,High,Closed,Medium,2025-08-19T11:00:11.000000,Tuesday,2025-08-19T19:00:11.000000,2025-08-19T21:00:11.000000,1,8.0,2.0,10.0,0
CHG-0000692,Device removed from inventory,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Medium,High,Low,Closed,Critical,2025-08-20T23:36:44.000000,Wednesday,2025-08-21T02:36:44.000000,2025-08-21T15:36:44.000000,4,3.0,13.0,16.0,1
CHG-0000693,Service status checked,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,High,Medium,Medium,Closed,High,2025-08-20T20:50:36.000000,Wednesday,2025-08-21T02:50:36.000000,2025-08-21T16:50:36.000000,5,6.0,14.0,20.0,0
CHG-0000694,User permissions modified,Failure,Loki,Loki,Avengers,Service A,Low,High,Low,Closed,Low,2025-08-20T16:46:16.000000,Wednesday,2025-08-20T21:46:16.000000,2025-08-21T14:46:16.000000,3,5.0,17.0,22.0,0
CHG-0000695,Data export scheduled,Data,Loki,Loki,Avengers,Service E,Medium,Medium,Low,Closed,High,2025-08-21T18:33:00.000000,Thursday,2025-08-22T01:33:00.000000,2025-08-22T18:33:00.000000,3,7.0,17.0,24.0,1
CHG-0000696,User authentication method updated,Software,Neo,Neo,Matrix,Service B,High,High,Low,On Hold,High,2025-08-21T17:10:11.000000,Thursday,,,2,0.0,0.0,0.0,0
CHG-0000697,Configuration setting changed,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Low,Low,High,Closed,Medium,2025-08-22T21:04:02.000000,Friday,2025-08-23T04:04:02.000000,2025-08-23T13:04:02.000000,3,7.0,9.0,16.0,0
CHG-0000698,System update applied,Hardware,Thor,Thor,Avengers,Service D,Low,Medium,Low,Closed,High,2025-08-22T13:56:59.000000,Friday,2025-08-22T16:56:59.000000,2025-08-23T07:56:59.000000,0,3.0,15.0,18.0,0
CHG-0000699,Software version upgraded,Network,John Cena,John Cena,Matrix,Service E,Medium,Low,High,Closed,Medium,2025-08-22T01:19:06.000000,Friday,2025-08-22T07:19:06.000000,2025-08-22T16:19:06.000000,3,6.0,9.0,15.0,0
CHG-0000700,Service dependency changed,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Low,Medium,Closed,Medium,2025-08-23T21:40:12.000000,Saturday,2025-08-24T02:40:12.000000,2025-08-25T14:40:12.000000,5,5.0,36.0,41.0,1
CHG-0000701,Service status checked,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Medium,Low,Closed,Medium,2025-08-23T11:58:35.000000,Saturday,2025-08-23T13:58:35.000000,2025-08-24T00:58:35.000000,1,2.0,11.0,13.0,0
CHG-0000702,System cache cleared,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,High,Low,Closed,Low,2025-08-23T22:16:13.000000,Saturday,2025-08-24T00:16:13.000000,2025-08-24T21:16:13.000000,1,2.0,21.0,23.0,0
CHG-0000703,System update applied,Failure,Captain America,Captain America,Avengers,Service B,Medium,High,Medium,Closed,Medium,2025-08-23T19:09:34.000000,Saturday,2025-08-24T02:09:34.000000,2025-08-24T18:09:34.000000,2,7.0,16.0,23.0,0
CHG-0000704,Application license assigned,Complaint,Loki,Loki,Avengers,Service B,Low,High,Medium,Closed,Medium,2025-08-24T09:20:51.000000,Sunday,2025-08-24T12:20:51.000000,2025-08-24T19:20:51.000000,3,3.0,7.0,10.0,0
CHG-0000705,Application shortcut created,Access,Loki,Loki,Avengers,Service D,Medium,High,Medium,Closed,Medium,2025-08-24T10:48:08.000000,Sunday,2025-08-24T12:48:08.000000,2025-08-25T04:48:08.000000,5,2.0,16.0,18.0,0
CHG-0000706,Resource permissions changed,Data,Neo,Neo,Matrix,Service A,High,Medium,Medium,Closed,Medium,2025-08-25T13:39:15.000000,Monday,2025-08-25T21:39:15.000000,2025-08-26T18:39:15.000000,1,8.0,21.0,29.0,0
CHG-0000707,Scheduled task created,Network,Iron Man,Iron Man,Avengers,Service E,Low,High,High,Closed,Medium,2025-08-26T11:30:57.000000,Tuesday,2025-08-26T18:30:57.000000,2025-08-27T15:30:57.000000,0,7.0,21.0,28.0,0
