Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-16232,Unusual spike in security alerts for single user,Software,Jan,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-06-05T20:20:32.000000,2025-06-06T01:15:44.000000,2025-06-06T04:23:58.000000,1,Thursday,0,4.92,3.1372222222222224,8.057222222222222,0
CR-16233,Ransomware behavior detected and contained on endpoint,Complaint,Martin,Thor,Avengers,Service A,Closed,Low,Medium,Medium,High,2025-06-05T14:36:10.000000,2025-06-05T17:32:06.000000,2025-06-06T18:57:23.000000,1,Thursday,0,2.9322222222222223,25.421388888888888,28.35361111111111,1
CR-16234,Access request to restricted application reviewed,Access,Thor,Peter,Avengers II,Service C,Closed,High,Low,High,Medium,2025-06-06T17:47:35.000000,2025-06-07T02:16:47.000000,2025-06-07T17:02:55.000000,1,Friday,0,8.486666666666666,14.768888888888888,23.255555555555556,0
CR-16235,Unsupported legacy protocol usage detected in network traffic,Facilities,Iron Man,Michal,Matrix,Service A,Closed,High,High,Low,Medium,2025-06-06T17:10:41.000000,2025-06-07T02:03:28.000000,2025-06-08T02:38:46.000000,0,Friday,1,8.879722222222222,24.588333333333335,33.46805555555556,1
CR-16236,Unencrypted data transfer detected over public network,Complaint,Martin,Jan,Matrix,Service B,New,Medium,High,High,Medium,2025-06-06T08:42:10.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-16237,Suspicious login attempt from unknown IP address,Software,Jan,Thor,Matrix,Service B,Closed,High,High,Low,High,2025-06-06T22:12:43.000000,2025-06-07T01:11:27.000000,2025-06-08T05:57:36.000000,1,Friday,0,2.9788888888888887,28.769166666666667,31.748055555555556,1
CR-16238,Certificate validation failure on secure connection,Hardware,Jan,Captain America,Matrix,Service A,Closed,Low,High,Low,Medium,2025-06-06T00:01:28.000000,2025-06-06T05:39:54.000000,2025-06-07T01:12:45.000000,1,Friday,0,5.640555555555555,19.5475,25.188055555555554,1
CR-16239,Unusual VPN connection outside normal working hours,Data,Iron Man,Peter,Avengers,Service C,Closed,High,Low,Medium,Medium,2025-06-06T19:37:35.000000,2025-06-06T21:37:10.000000,2025-06-07T12:48:06.000000,1,Friday,0,1.9930555555555556,15.182222222222222,17.17527777777778,0
CR-16240,External IP added to whitelist without approval,Software,Michal,Iron Man,Matrix,Service A,Closed,Medium,High,Medium,Medium,2025-06-06T05:23:38.000000,2025-06-06T11:39:46.000000,2025-06-07T09:15:20.000000,0,Friday,1,6.268888888888889,21.592777777777776,27.861666666666668,1
CR-16241,Multiple password reset requests from same user,Access,Jan,Jan,Avengers,Service B,Closed,Medium,Medium,High,Low,2025-06-06T16:40:42.000000,2025-06-07T00:24:40.000000,2025-06-07T16:39:01.000000,1,Friday,0,7.732777777777778,16.239166666666666,23.971944444444443,0
CR-16242,Abnormal outbound DNS requests from single host,Facilities,Peter,Peter,Avengers,Service C,Closed,Medium,Medium,Low,High,2025-06-06T15:42:31.000000,2025-06-06T22:17:35.000000,2025-06-08T18:58:22.000000,1,Friday,0,6.584444444444444,44.679722222222225,51.26416666666667,1
CR-16243,Blocked attempt to upload sensitive data to cloud storage,Facilities,Peter,Peter,Matrix,Service C,Closed,High,Low,High,Low,2025-06-06T23:35:34.000000,2025-06-07T00:54:40.000000,2025-06-07T19:47:13.000000,1,Friday,0,1.3183333333333334,18.875833333333333,20.194166666666668,0
CR-16244,Suspicious login attempt using expired credentials,Failure,Peter,Peter,Avengers,Service C,In Progress,High,High,High,High,2025-06-06T01:04:22.000000,2025-06-06T06:57:05.000000,,1,Friday,0,5.878611111111111,0.0,0.0,0
CR-16245,Access request to restricted application reviewed,Hardware,Jan,Peter,Matrix,Service C,Closed,Low,Low,Medium,Low,2025-06-06T09:15:17.000000,2025-06-06T11:14:15.000000,2025-06-07T08:21:42.000000,1,Friday,0,1.9827777777777778,21.124166666666667,23.106944444444444,0
CR-16246,Unapproved connection to third-party cloud service,Software,Martin,Martin,Avengers II,Service A,Closed,High,Medium,High,Low,2025-06-06T11:23:36.000000,2025-06-06T15:50:18.000000,2025-06-07T15:51:13.000000,0,Friday,1,4.445,24.01527777777778,28.460277777777776,1
CR-16247,Unusual file encryption activity detected on server,Network,Iron Man,Thor,Avengers,Service A,Closed,Low,High,High,Low,2025-06-06T22:29:37.000000,2025-06-07T06:21:42.000000,2025-06-07T12:43:20.000000,1,Friday,0,7.868055555555555,6.360555555555556,14.22861111111111,0
CR-16248,Attempted login using default system credentials,Software,Peter,Captain America,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-06-06T03:47:01.000000,2025-06-06T08:45:51.000000,2025-06-08T01:48:10.000000,1,Friday,0,4.980555555555555,41.03861111111111,46.01916666666666,1
CR-16249,Anomalous login pattern for service account,Complaint,Captain America,Peter,Avengers II,Service A,Closed,High,Medium,High,High,2025-06-06T13:09:27.000000,2025-06-06T15:33:06.000000,2025-06-07T08:09:41.000000,1,Friday,0,2.3941666666666666,16.60972222222222,19.003888888888888,0
CR-16250,New device connected to corporate Wi-Fi without registration,Access,Martin,Martin,Matrix,Service B,Closed,Low,High,High,High,2025-06-06T07:08:59.000000,2025-06-06T13:14:47.000000,2025-06-08T01:06:23.000000,0,Friday,1,6.096666666666667,35.86,41.95666666666666,1
CR-16251,Privilege escalation attempt on production server,Failure,Thor,Peter,Avengers,Service C,Closed,Medium,Low,Low,Medium,2025-06-06T16:26:35.000000,2025-06-06T21:09:36.000000,2025-06-08T16:01:43.000000,1,Friday,0,4.716944444444445,42.868611111111115,47.58555555555556,0
CR-16252,Malicious JavaScript detected on visited webpage,Facilities,Captain America,Jan,Avengers II,Service C,Closed,Low,High,Medium,Low,2025-06-06T16:26:21.000000,2025-06-06T22:09:35.000000,2025-06-07T23:12:51.000000,0,Friday,1,5.720555555555555,25.054444444444446,30.775,1
CR-16253,Privileged user access review identified anomalies,Facilities,Thor,Michal,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-06-06T11:05:31.000000,2025-06-06T14:38:55.000000,2025-06-08T06:28:30.000000,0,Friday,1,3.5566666666666666,39.826388888888886,43.38305555555556,1
CR-16254,Denied attempt to access privileged management console,Failure,Peter,Captain America,Avengers,Service C,Closed,High,Medium,Medium,High,2025-06-06T14:36:02.000000,2025-06-06T23:02:08.000000,2025-06-08T09:26:18.000000,0,Friday,1,8.435,34.40277777777778,42.83777777777778,1
CR-16255,Endpoint antivirus detected and quarantined malware,Facilities,Jan,Captain America,Avengers,Service C,Closed,Medium,High,Low,High,2025-06-06T04:53:08.000000,2025-06-06T06:49:27.000000,2025-06-07T16:43:51.000000,1,Friday,0,1.938611111111111,33.906666666666666,35.84527777777778,1
CR-16256,Network scan originating from internal segment detected,Facilities,Peter,Jan,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-06-06T02:18:12.000000,2025-06-06T07:46:25.000000,2025-06-06T20:10:46.000000,1,Friday,0,5.470277777777778,12.405833333333334,17.87611111111111,0
CR-16257,Network scan originating from internal segment detected,Data,Iron Man,Thor,Avengers,Service B,Closed,High,Low,Low,Medium,2025-06-06T00:51:18.000000,2025-06-06T04:05:47.000000,2025-06-06T23:06:23.000000,0,Friday,1,3.241388888888889,19.01,22.25138888888889,0
CR-16258,Unauthorized access to shared network drive,Complaint,Jan,Martin,Avengers II,Service A,Closed,Medium,Low,High,Low,2025-06-06T13:58:02.000000,2025-06-06T17:13:49.000000,2025-06-07T18:43:26.000000,1,Friday,0,3.2630555555555554,25.49361111111111,28.756666666666668,0
CR-16259,Compromised account password reset and user notified,Complaint,Michal,Thor,Matrix,Service C,Closed,Medium,Medium,High,Medium,2025-06-06T17:12:30.000000,2025-06-07T00:51:11.000000,2025-06-08T18:57:31.000000,1,Friday,0,7.644722222222223,42.105555555555554,49.750277777777775,1
CR-16260,Ransomware behavior detected and contained on endpoint,Network,Martin,Captain America,Matrix,Service C,Closed,Low,Low,High,High,2025-06-06T05:16:05.000000,2025-06-06T08:50:33.000000,2025-06-08T03:49:12.000000,0,Friday,1,3.5744444444444445,42.9775,46.551944444444445,0
CR-16261,New network share created without change request,Complaint,Michal,Michal,Avengers II,Service A,Closed,Medium,High,Low,High,2025-06-06T18:45:42.000000,2025-06-07T01:08:05.000000,2025-06-08T05:02:13.000000,0,Friday,1,6.373055555555555,27.90222222222222,34.27527777777778,1
CR-16262,Multiple logins from different countries within short timeframe,Complaint,Jan,Michal,Avengers II,Service B,Closed,Medium,High,Low,High,2025-06-06T11:55:28.000000,2025-06-06T18:26:25.000000,2025-06-08T13:19:02.000000,0,Friday,1,6.515833333333333,42.87694444444445,49.39277777777778,1
CR-16263,Phishing email reported by employee,Software,Jan,Jan,Matrix,Service B,Closed,Medium,Low,Low,High,2025-06-06T16:18:21.000000,2025-06-07T00:45:01.000000,2025-06-08T03:19:59.000000,0,Friday,1,8.444444444444445,26.58277777777778,35.02722222222222,0
CR-16264,Security policy violation on mobile device,Data,Martin,Iron Man,Matrix,Service B,Closed,High,Low,High,High,2025-06-06T09:37:50.000000,2025-06-06T16:57:37.000000,2025-06-07T18:35:44.000000,0,Friday,1,7.329722222222222,25.635277777777777,32.965,0
CR-16265,New device connected to corporate Wi-Fi without registration,Hardware,Jan,Martin,Avengers II,Service A,New,Low,Low,High,Low,2025-06-06T04:35:17.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-16266,Compromised account password reset and user notified,Facilities,Captain America,Martin,Avengers II,Service C,Closed,Medium,Low,Low,High,2025-06-06T22:49:09.000000,2025-06-06T23:58:58.000000,2025-06-07T07:17:09.000000,0,Friday,1,1.1636111111111112,7.303055555555556,8.466666666666667,0
CR-16267,Inactive account used for login attempt,Facilities,Martin,Martin,Avengers II,Service A,Closed,High,High,Medium,High,2025-06-06T16:00:18.000000,2025-06-06T19:58:51.000000,2025-06-08T07:14:28.000000,1,Friday,0,3.975833333333333,35.26027777777778,39.236111111111114,1
CR-16268,Multiple logins from different countries within short timeframe,Complaint,Michal,Martin,Matrix,Service A,Closed,High,Low,Low,Low,2025-06-06T13:01:26.000000,2025-06-06T16:48:01.000000,2025-06-07T21:25:56.000000,1,Friday,0,3.776388888888889,28.631944444444443,32.40833333333333,0
CR-16269,Unauthorized attempt to access HR system,Network,Jan,Iron Man,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-06-06T04:39:47.000000,2025-06-06T08:59:52.000000,2025-06-07T23:21:25.000000,0,Friday,1,4.334722222222222,38.35916666666667,42.693888888888885,1
CR-16270,Multiple password reset requests from same user,Network,Michal,Michal,Matrix,Service B,Closed,High,High,High,Medium,2025-06-06T09:18:25.000000,2025-06-06T12:04:14.000000,2025-06-06T23:28:01.000000,0,Friday,1,2.763611111111111,11.39638888888889,14.16,1
CR-16271,Suspicious modification of registry keys on workstation,Network,Jan,Captain America,Matrix,Service A,On Hold,Low,Medium,Low,Low,2025-06-06T02:12:35.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-16272,New network share created without change request,Hardware,Thor,Jan,Avengers II,Service B,Closed,Medium,High,Low,High,2025-06-06T15:42:02.000000,2025-06-06T19:07:50.000000,2025-06-06T23:51:08.000000,1,Friday,0,3.43,4.721666666666667,8.151666666666667,0
CR-16273,Unusual file encryption activity detected on server,Facilities,Iron Man,Martin,Avengers,Service A,Closed,Low,High,Medium,Low,2025-06-06T23:07:47.000000,2025-06-07T06:45:08.000000,2025-06-08T14:15:05.000000,0,Friday,1,7.6225,31.499166666666667,39.12166666666667,1
CR-16274,Suspicious login attempt using expired credentials,Complaint,Michal,Thor,Matrix,Service C,Closed,Medium,Medium,Medium,High,2025-06-06T03:02:26.000000,2025-06-06T09:48:38.000000,2025-06-07T19:22:52.000000,0,Friday,1,6.77,33.57055555555556,40.340555555555554,1
CR-16275,Unauthorized attempt to disable endpoint protection,Software,Iron Man,Martin,Avengers,Service C,Closed,High,Medium,High,High,2025-06-06T12:04:40.000000,2025-06-06T19:12:15.000000,2025-06-07T21:41:43.000000,1,Friday,0,7.126388888888889,26.49111111111111,33.6175,1
CR-16276,Network scan originating from internal segment detected,Facilities,Captain America,Peter,Avengers,Service C,Closed,High,High,Low,Low,2025-06-06T08:07:29.000000,2025-06-06T15:10:13.000000,2025-06-07T17:50:57.000000,1,Friday,0,7.045555555555556,26.67888888888889,33.724444444444444,1
CR-16277,Endpoint reported repeated blocked exploit attempts,Complaint,Captain America,Martin,Avengers II,Service C,Closed,Medium,High,High,Low,2025-06-06T06:38:26.000000,2025-06-06T14:20:42.000000,2025-06-08T01:50:53.000000,0,Friday,1,7.704444444444444,35.503055555555555,43.2075,1
CR-16278,Anomalous login pattern for service account,Data,Thor,Thor,Avengers II,Service A,Closed,Medium,Medium,High,Low,2025-06-06T22:01:09.000000,2025-06-07T02:36:43.000000,2025-06-07T05:33:19.000000,0,Friday,1,4.592777777777778,2.9433333333333334,7.536111111111111,0
CR-16279,Blocked attempt to upload sensitive data to cloud storage,Hardware,Iron Man,Jan,Matrix,Service A,Closed,Low,High,Medium,Low,2025-06-06T05:04:07.000000,2025-06-06T10:22:43.000000,2025-06-08T02:46:47.000000,0,Friday,1,5.31,40.40111111111111,45.71111111111111,1
CR-16280,Unapproved connection to third-party cloud service,Complaint,Peter,Martin,Matrix,Service B,New,High,Medium,High,Low,2025-06-06T07:37:00.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-16281,Unsupported legacy protocol usage detected in network traffic,Access,Jan,Jan,Avengers II,Service A,New,Low,High,Medium,High,2025-06-06T16:51:44.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-16282,Network scan originating from internal segment detected,Facilities,Michal,Iron Man,Matrix,Service C,Closed,Low,Low,Medium,High,2025-06-06T07:29:31.000000,2025-06-06T15:25:26.000000,2025-06-07T09:51:13.000000,1,Friday,0,7.9319444444444445,18.42972222222222,26.361666666666668,0
CR-16283,Suspicious login attempt using expired credentials,Data,Michal,Iron Man,Matrix,Service C,Closed,Low,Medium,Low,High,2025-06-06T00:48:59.000000,2025-06-06T04:36:00.000000,2025-06-06T12:46:15.000000,0,Friday,1,3.783611111111111,8.170833333333333,11.954444444444444,0
CR-16284,Access request to restricted application reviewed,Facilities,Iron Man,Thor,Avengers,Service C,Closed,High,Low,High,High,2025-06-06T12:57:34.000000,2025-06-06T19:19:55.000000,2025-06-08T10:00:57.000000,0,Friday,1,6.3725,38.68388888888889,45.05638888888889,0
CR-16285,New device connected to corporate Wi-Fi without registration,Failure,Martin,Captain America,Avengers,Service C,New,Low,Medium,Medium,Medium,2025-06-06T16:10:34.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-16286,Login from decommissioned device detected in logs,Facilities,Peter,Thor,Avengers,Service C,In Progress,Medium,Medium,Low,Low,2025-06-06T19:10:59.000000,2025-06-07T01:38:17.000000,,0,Friday,1,6.455,0.0,0.0,0
CR-16287,Ransomware behavior detected and contained on endpoint,Complaint,Jan,Thor,Avengers,Service A,Closed,Medium,High,Medium,Low,2025-06-06T20:36:34.000000,2025-06-07T03:40:48.000000,2025-06-08T10:20:36.000000,1,Friday,0,7.070555555555556,30.663333333333334,37.73388888888889,1
CR-16288,Unusual administrative activity on domain controller,Access,Captain America,Michal,Matrix,Service A,Closed,High,High,High,High,2025-06-06T11:46:18.000000,2025-06-06T14:54:10.000000,2025-06-07T05:45:26.000000,1,Friday,0,3.131111111111111,14.854444444444445,17.985555555555557,1
CR-16289,Unauthorized attempt to access HR system,Data,Martin,Michal,Matrix,Service A,Closed,Medium,Medium,Low,Medium,2025-06-06T18:12:35.000000,2025-06-06T22:16:53.000000,2025-06-07T19:10:49.000000,1,Friday,0,4.071666666666666,20.898888888888887,24.970555555555556,0
CR-16290,Abnormal outbound DNS requests from single host,Software,Martin,Iron Man,Avengers,Service B,Closed,High,High,Medium,Medium,2025-06-06T04:28:25.000000,2025-06-06T11:13:29.000000,2025-06-07T11:56:49.000000,1,Friday,0,6.751111111111111,24.72222222222222,31.473333333333333,1
CR-16291,Malicious macro detected in office document,Hardware,Thor,Michal,Matrix,Service C,Closed,Low,Medium,High,Low,2025-06-06T11:00:22.000000,2025-06-06T13:44:12.000000,2025-06-07T21:52:47.000000,0,Friday,1,2.7305555555555556,32.143055555555556,34.87361111111111,1
CR-16292,Endpoint antivirus detected and quarantined malware,Network,Martin,Michal,Avengers,Service B,Closed,Low,High,High,Medium,2025-06-06T14:30:54.000000,2025-06-06T22:41:02.000000,2025-06-08T18:41:17.000000,1,Friday,0,8.168888888888889,44.00416666666667,52.17305555555556,1
CR-16293,Suspicious authentication token reuse detected,Facilities,Michal,Peter,Matrix,Service A,New,High,Medium,High,High,2025-06-06T19:33:39.000000,,,1,Friday,0,0.0,0.0,0.0,0
CR-16294,Account lockout due to repeated failed authentication,Hardware,Peter,Peter,Avengers,Service A,In Progress,Medium,Medium,Low,Medium,2025-06-06T18:53:32.000000,2025-06-06T23:04:15.000000,,1,Friday,0,4.1786111111111115,0.0,0.0,0
CR-16295,New privileged account created without proper approval,Software,Iron Man,Martin,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-06-06T03:42:46.000000,2025-06-06T10:16:31.000000,2025-06-07T02:37:57.000000,1,Friday,0,6.5625,16.357222222222223,22.919722222222223,0
CR-16296,Unexpected configuration change on security appliance,Hardware,Peter,Michal,Matrix,Service A,On Hold,Medium,Medium,Low,Medium,2025-06-06T16:00:15.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-16297,Inactive account used for login attempt,Software,Peter,Iron Man,Avengers,Service C,In Progress,High,Low,Medium,Low,2025-06-06T10:32:36.000000,2025-06-06T16:23:07.000000,,1,Friday,0,5.841944444444445,0.0,0.0,0
CR-16298,Multiple devices reporting same malware signature,Network,Martin,Iron Man,Avengers,Service A,On Hold,High,Medium,High,Medium,2025-06-06T04:11:28.000000,,,0,Friday,1,0.0,0.0,0.0,0
CR-16299,Attempted login using default system credentials,Failure,Iron Man,Thor,Avengers,Service C,Closed,High,Medium,Medium,High,2025-06-06T22:01:08.000000,2025-06-07T03:22:15.000000,2025-06-07T16:56:59.000000,1,Friday,0,5.351944444444444,13.578888888888889,18.930833333333332,0
CR-16300,Unauthorized access to shared network drive,Software,Thor,Jan,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-06-06T12:28:34.000000,2025-06-06T15:38:18.000000,2025-06-08T12:27:36.000000,1,Friday,0,3.1622222222222223,44.821666666666665,47.98388888888889,1
