Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-22907,Backup server unreachable: Error code 502.,Data,Thor,Captain America,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-08-07T04:52:47.000000,2025-08-07T11:14:17.000000,2025-08-07T14:13:40.000000,0,Thursday,1,6.358333333333333,2.9897222222222224,9.348055555555556,0,2025-32
CR-22908,Endpoint offline: Device not syncing with central server.,Network,Captain America,Peter,Avengers,Service C,Closed,Low,Medium,High,Low,2025-08-07T01:48:46.000000,2025-08-07T07:23:39.000000,2025-08-08T03:31:12.000000,1,Thursday,0,5.581388888888889,20.125833333333333,25.70722222222222,0,2025-32
CR-22909,Data breach notification sent to affected users.,Hardware,Jan,Martin,Avengers,Service B,Closed,Low,Low,Medium,Low,2025-08-07T11:41:37.000000,2025-08-07T16:32:45.000000,2025-08-08T09:39:39.000000,1,Thursday,0,4.852222222222222,17.115,21.967222222222222,0,2025-32
CR-22910,Cross-site scripting (XSS) detected on customer portal.,Data,Michal,Martin,Avengers,Service A,Closed,Medium,High,Medium,Low,2025-08-07T11:12:35.000000,2025-08-07T16:15:14.000000,2025-08-08T15:17:12.000000,1,Thursday,0,5.0441666666666665,23.032777777777778,28.076944444444443,1,2025-32
CR-22911,Login attempt from blacklisted IP address blocked.,Access,Martin,Martin,Avengers,Service C,Closed,High,Medium,High,Low,2025-08-07T11:43:36.000000,2025-08-07T17:12:07.000000,2025-08-08T17:20:08.000000,1,Thursday,0,5.4752777777777775,24.13361111111111,29.608888888888888,1,2025-32
CR-22912,Expired password reset request: User notified.,Facilities,Martin,Martin,Matrix,Service C,Closed,Low,Medium,Medium,High,2025-08-07T18:15:56.000000,2025-08-07T21:59:55.000000,2025-08-09T16:47:55.000000,0,Thursday,1,3.7330555555555556,42.8,46.533055555555556,1,2025-32
CR-22913,File integrity check failed: Data corruption suspected.,Software,Thor,Martin,Avengers,Service C,Closed,Low,High,High,Low,2025-08-08T20:48:25.000000,2025-08-09T02:41:17.000000,2025-08-10T11:27:45.000000,1,Friday,0,5.881111111111111,32.77444444444444,38.65555555555556,1,2025-32
CR-22914,Database schema corruption: Unable to read or query data tables.,Software,Thor,Jan,Avengers II,Service B,Closed,Medium,Low,High,High,2025-08-08T17:08:15.000000,2025-08-08T20:07:53.000000,2025-08-09T05:33:06.000000,1,Friday,0,2.993888888888889,9.420277777777779,12.414166666666667,0,2025-32
CR-22915,Access request denied: Policy mismatch.,Data,Jan,Iron Man,Avengers,Service C,On Hold,Low,Low,High,High,2025-08-08T09:31:22.000000,,,1,Friday,0,,,,0,2025-32
CR-22916,SOC analyst triggered investigation for suspicious server activity.,Data,Jan,Michal,Avengers,Service A,Closed,High,Low,Low,High,2025-08-08T03:07:36.000000,2025-08-08T07:44:35.000000,2025-08-09T13:35:43.000000,0,Friday,1,4.616388888888889,29.85222222222222,34.46861111111111,0,2025-32
CR-22917,Keylogger activity detected on user's workstation.,Failure,Jan,Michal,Avengers,Service C,Closed,Low,Low,High,Medium,2025-08-08T13:39:20.000000,2025-08-08T17:39:31.000000,2025-08-10T11:21:53.000000,1,Friday,0,4.003055555555555,41.70611111111111,45.70916666666667,0,2025-32
CR-22918,User permission escalation detected on cloud platform.,Software,Martin,Peter,Avengers II,Service C,Closed,Low,Low,Medium,Medium,2025-08-08T03:08:44.000000,2025-08-08T05:58:46.000000,2025-08-09T04:14:00.000000,0,Friday,1,2.8338888888888887,22.253888888888888,25.087777777777777,0,2025-32
CR-22919,Unscheduled file deletion detected on shared drive.,Facilities,Thor,Iron Man,Matrix,Service A,Closed,Medium,Low,High,Medium,2025-08-08T13:46:24.000000,2025-08-08T18:11:39.000000,2025-08-09T08:38:49.000000,0,Friday,1,4.420833333333333,14.452777777777778,18.87361111111111,0,2025-32
CR-22920,Antivirus disabled on workstation: Protection compromised.,Data,Michal,Iron Man,Matrix,Service C,Closed,Medium,Low,Low,Medium,2025-08-08T10:27:37.000000,2025-08-08T13:42:10.000000,2025-08-09T11:14:56.000000,0,Friday,1,3.2425,21.54611111111111,24.788611111111113,0,2025-32
CR-22921,Login attempt from blacklisted IP address blocked.,Network,Martin,Peter,Avengers,Service C,Closed,High,High,High,High,2025-08-08T04:05:08.000000,2025-08-08T11:14:21.000000,2025-08-09T01:20:29.000000,1,Friday,0,7.153611111111111,14.102222222222222,21.25583333333333,1,2025-32
CR-22922,Performance report: Sluggish response times on application.,Access,Peter,Peter,Avengers II,Service A,Closed,High,High,Low,Medium,2025-08-08T03:13:52.000000,2025-08-08T08:07:19.000000,2025-08-09T00:51:42.000000,1,Friday,0,4.890833333333333,16.739722222222223,21.630555555555556,1,2025-32
CR-22923,Data download from personal device flagged for review.,Data,Michal,Captain America,Avengers II,Service B,Closed,Low,Low,High,Low,2025-08-08T14:49:22.000000,2025-08-08T18:06:58.000000,2025-08-09T11:17:57.000000,1,Friday,0,3.2933333333333334,17.183055555555555,20.476388888888888,0,2025-32
CR-22924,Failed encryption process: Unable to secure sensitive data.,Network,Captain America,Martin,Avengers II,Service B,Closed,High,Medium,High,Medium,2025-08-08T18:33:14.000000,2025-08-08T20:36:18.000000,2025-08-09T13:13:26.000000,1,Friday,0,2.051111111111111,16.61888888888889,18.67,0,2025-32
CR-22925,Memory exhaustion detected: Application terminated unexpectedly.,Software,Martin,Jan,Matrix,Service B,Closed,High,High,Low,High,2025-08-08T10:31:55.000000,2025-08-08T16:02:04.000000,2025-08-09T01:08:37.000000,0,Friday,1,5.5025,9.109166666666667,14.611666666666666,1,2025-32
CR-22926,Failed malware removal: Corrupted file system detected.,Facilities,Thor,Captain America,Avengers,Service A,Closed,Low,Low,Medium,High,2025-08-08T10:45:36.000000,2025-08-08T18:35:17.000000,2025-08-10T10:06:14.000000,0,Friday,1,7.828055555555555,39.51583333333333,47.34388888888889,0,2025-32
CR-22927,Critical alert: Database server overload detected.,Failure,Captain America,Iron Man,Avengers II,Service A,On Hold,Low,Medium,High,Low,2025-08-08T16:25:41.000000,,,1,Friday,0,,,,0,2025-32
CR-22928,Login attempt from blacklisted IP address blocked.,Complaint,Iron Man,Jan,Avengers II,Service B,Closed,Medium,Medium,High,Medium,2025-08-08T22:17:58.000000,2025-08-09T01:19:03.000000,2025-08-09T04:37:17.000000,1,Friday,0,3.0180555555555557,3.303888888888889,6.321944444444444,0,2025-32
CR-22929,Critical system alert: Root access attempted on production server.,Software,Peter,Jan,Avengers,Service C,Closed,Low,Medium,High,Low,2025-08-08T06:01:21.000000,2025-08-08T09:52:32.000000,2025-08-08T18:57:13.000000,0,Friday,1,3.8530555555555557,9.078055555555556,12.931111111111111,0,2025-32
CR-22930,Data download from personal device flagged for review.,Hardware,Thor,Iron Man,Avengers,Service B,Closed,Medium,High,Low,Medium,2025-08-08T11:17:39.000000,2025-08-08T19:30:53.000000,2025-08-10T10:15:07.000000,0,Friday,1,8.220555555555556,38.73722222222222,46.95777777777778,1,2025-32
CR-22931,Critical system alert: Root access attempted on production server.,Complaint,Martin,Peter,Avengers II,Service C,Closed,High,Low,Low,Low,2025-08-08T23:42:02.000000,2025-08-09T03:32:58.000000,2025-08-10T02:48:08.000000,0,Friday,1,3.848888888888889,23.252777777777776,27.101666666666667,0,2025-32
CR-22932,Failed packet inspection: Firewall rules misconfigured.,Hardware,Martin,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,High,2025-08-08T12:48:32.000000,2025-08-08T18:07:44.000000,2025-08-09T02:21:20.000000,0,Friday,1,5.32,8.226666666666667,13.546666666666667,0,2025-32
CR-22933,Unusual system reboot detected on DevOps environment.,Access,Jan,Michal,Avengers,Service A,On Hold,High,Low,Medium,High,2025-08-08T11:49:14.000000,,,1,Friday,0,,,,0,2025-32
CR-22934,Service outage detected - No connection to database.,Failure,Martin,Jan,Avengers,Service C,Closed,High,High,Medium,Medium,2025-08-08T04:31:38.000000,2025-08-08T07:00:46.000000,2025-08-08T15:09:59.000000,0,Friday,1,2.4855555555555555,8.153611111111111,10.639166666666666,1,2025-32
CR-22935,Malware detected on endpoint: Quarantine initiated.,Failure,Peter,Captain America,Avengers II,Service A,On Hold,Low,Medium,High,High,2025-08-08T14:40:22.000000,,,0,Friday,1,,,,0,2025-32
CR-22936,Antivirus disabled on workstation: Protection compromised.,Access,Michal,Peter,Matrix,Service B,Closed,Low,Low,Medium,Low,2025-08-08T03:14:59.000000,2025-08-08T12:12:07.000000,2025-08-09T17:46:52.000000,1,Friday,0,8.952222222222222,29.579166666666666,38.53138888888889,0,2025-32
CR-22937,Critical alert: Database server overload detected.,Hardware,Michal,Thor,Matrix,Service C,New,Medium,High,Medium,Low,2025-08-08T20:35:32.000000,,,0,Friday,1,,,,0,2025-32
CR-22938,Social engineering attempt flagged: Fake support request identified.,Access,Peter,Peter,Matrix,Service A,Closed,Low,Low,Medium,High,2025-08-08T01:26:31.000000,2025-08-08T05:33:32.000000,2025-08-08T15:23:07.000000,0,Friday,1,4.116944444444444,9.82638888888889,13.943333333333333,0,2025-32
CR-22939,SOC analyst triggered investigation for suspicious server activity.,Software,Michal,Captain America,Avengers,Service C,Closed,High,High,High,Low,2025-08-08T09:25:55.000000,2025-08-08T16:07:52.000000,2025-08-10T06:48:50.000000,1,Friday,0,6.699166666666667,38.68277777777778,45.38194444444444,1,2025-32
CR-22940,Failed security training attempt recorded in training portal.,Network,Peter,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-08-08T15:51:00.000000,2025-08-08T20:38:41.000000,2025-08-10T09:15:02.000000,1,Friday,0,4.794722222222222,36.60583333333334,41.400555555555556,1,2025-32
CR-22941,Performance report: Sluggish response times on application.,Network,Iron Man,Peter,Avengers II,Service B,Closed,High,High,High,High,2025-08-08T06:20:50.000000,2025-08-08T14:20:02.000000,2025-08-09T22:23:44.000000,1,Friday,0,7.986666666666666,32.06166666666667,40.04833333333333,1,2025-32
CR-22942,Cloud storage accessed by untrusted device.,Facilities,Captain America,Peter,Matrix,Service C,Closed,Low,High,Low,Low,2025-08-08T18:07:34.000000,2025-08-08T22:54:20.000000,2025-08-10T16:04:16.000000,1,Friday,0,4.779444444444445,41.16555555555556,45.945,1,2025-32
CR-22943,Data download from personal device flagged for review.,Failure,Captain America,Martin,Avengers,Service B,Closed,Medium,Medium,Low,High,2025-08-08T18:55:45.000000,2025-08-08T22:10:31.000000,2025-08-09T05:02:28.000000,1,Friday,0,3.246111111111111,6.865833333333334,10.111944444444445,0,2025-32
CR-22944,Backup failure: Unable to restore files from recovery system.,Failure,Iron Man,Martin,Avengers II,Service C,Closed,High,Low,High,High,2025-08-08T20:59:24.000000,2025-08-09T03:37:11.000000,2025-08-10T08:27:20.000000,0,Friday,1,6.629722222222222,28.835833333333333,35.465555555555554,0,2025-32
CR-22945,System configuration error: Permissions incorrectly set.,Data,Martin,Michal,Matrix,Service A,New,High,Medium,Low,Medium,2025-08-08T04:14:16.000000,,,1,Friday,0,,,,0,2025-32
CR-22946,Internal network inaccessible: Ping requests time out.,Data,Thor,Thor,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-08-08T18:00:35.000000,2025-08-09T01:37:12.000000,2025-08-10T03:10:08.000000,1,Friday,0,7.610277777777778,25.54888888888889,33.159166666666664,1,2025-32
CR-22947,Data breach notification sent to affected users.,Network,Thor,Michal,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-08-08T08:53:39.000000,2025-08-08T14:35:47.000000,2025-08-10T00:56:47.000000,1,Friday,0,5.702222222222222,34.35,40.05222222222222,1,2025-32
CR-22948,Memory exhaustion detected: Application terminated unexpectedly.,Access,Thor,Iron Man,Avengers,Service B,Closed,Medium,Low,High,High,2025-08-08T00:20:15.000000,2025-08-08T06:27:39.000000,2025-08-08T13:06:47.000000,0,Friday,1,6.123333333333333,6.652222222222222,12.775555555555556,0,2025-32
CR-22949,Malware alert: Suspicious executable flagged during scan.,Software,Martin,Jan,Avengers II,Service A,New,Low,Medium,Medium,High,2025-08-08T14:50:11.000000,,,0,Friday,1,,,,0,2025-32
CR-22950,DDoS attack detected: High traffic spotted on critical service.,Software,Thor,Peter,Avengers,Service C,Closed,Medium,Low,Medium,Low,2025-08-08T21:49:15.000000,2025-08-09T03:27:53.000000,2025-08-10T03:04:42.000000,0,Friday,1,5.643888888888889,23.613611111111112,29.2575,0,2025-32
CR-22951,Privileged account login attempt: Microsoft Admin flagged.,Software,Jan,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Low,2025-08-08T23:59:43.000000,2025-08-09T08:30:12.000000,2025-08-09T12:41:54.000000,1,Friday,0,8.508055555555556,4.195,12.703055555555556,0,2025-32
CR-22952,Email flagged as phishing: Sensitive keywords detected.,Data,Jan,Thor,Matrix,Service C,Closed,Medium,Medium,Medium,Low,2025-08-08T20:43:14.000000,2025-08-09T04:03:12.000000,2025-08-10T02:42:24.000000,0,Friday,1,7.332777777777777,22.653333333333332,29.98611111111111,0,2025-32
CR-22953,DNS attack detected: Unusual query patterns observed.,Software,Captain America,Thor,Avengers II,Service C,Closed,Medium,High,Medium,Medium,2025-08-08T14:44:32.000000,2025-08-08T22:57:41.000000,2025-08-09T01:13:25.000000,0,Friday,1,8.219166666666666,2.2622222222222224,10.481388888888889,0,2025-32
CR-22954,Cloud instance misconfiguration: Public access enabled.,Complaint,Peter,Michal,Avengers,Service B,On Hold,High,Low,High,Medium,2025-08-08T21:23:52.000000,,,1,Friday,0,,,,0,2025-32
CR-22955,Unauthorized user session hijacked on browser.,Data,Iron Man,Jan,Avengers,Service C,Closed,High,Medium,Low,High,2025-08-08T15:48:07.000000,2025-08-08T20:05:18.000000,2025-08-09T10:24:46.000000,0,Friday,1,4.286388888888889,14.324444444444444,18.610833333333332,0,2025-32
CR-22956,Login attempt from blacklisted IP address blocked.,Network,Jan,Martin,Avengers,Service A,Closed,Low,High,Medium,Low,2025-08-08T00:39:17.000000,2025-08-08T05:04:01.000000,2025-08-08T13:14:01.000000,0,Friday,1,4.412222222222222,8.166666666666666,12.578888888888889,1,2025-32
CR-22957,Security patch applied: Monitoring for any issues.,Software,Peter,Iron Man,Avengers II,Service C,On Hold,Medium,High,Low,High,2025-08-08T18:24:15.000000,,,1,Friday,0,,,,0,2025-32
CR-22958,Unauthorized user session hijacked on browser.,Software,Peter,Michal,Matrix,Service C,Closed,Medium,Medium,Low,High,2025-08-08T18:47:14.000000,2025-08-08T21:31:23.000000,2025-08-10T14:17:20.000000,0,Friday,1,2.7358333333333333,40.76583333333333,43.501666666666665,1,2025-32
CR-22959,Login attempt from blacklisted IP address blocked.,Software,Captain America,Martin,Avengers II,Service C,Closed,Medium,High,Medium,Low,2025-08-08T07:16:35.000000,2025-08-08T14:33:04.000000,2025-08-09T21:53:45.000000,1,Friday,0,7.2747222222222225,31.344722222222224,38.61944444444445,1,2025-32
CR-22960,Network scanning tool triggered security alert.,Complaint,Martin,Martin,Avengers II,Service B,Closed,High,Low,High,High,2025-08-08T18:40:38.000000,2025-08-09T02:13:26.000000,2025-08-10T18:55:45.000000,1,Friday,0,7.546666666666667,40.70527777777778,48.25194444444445,0,2025-32
CR-22961,VPN connection failure: Unable to securely tunnel data.,Failure,Peter,Captain America,Matrix,Service B,Closed,High,Low,Medium,Medium,2025-08-08T06:39:51.000000,2025-08-08T09:08:20.000000,2025-08-08T12:33:06.000000,1,Friday,0,2.4747222222222223,3.412777777777778,5.8875,0,2025-32
CR-22962,Privileged account login attempt: Microsoft Admin flagged.,Software,Michal,Jan,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-08-08T09:42:13.000000,2025-08-08T14:27:02.000000,2025-08-09T01:56:52.000000,0,Friday,1,4.746944444444445,11.497222222222222,16.24416666666667,0,2025-32
CR-22963,Unpatched vulnerability flagged: CVE report mismatch detected.,Complaint,Captain America,Peter,Matrix,Service B,Closed,High,Low,Medium,Medium,2025-08-08T12:41:33.000000,2025-08-08T19:31:11.000000,2025-08-10T02:51:45.000000,1,Friday,0,6.827222222222222,31.342777777777776,38.17,0,2025-32
CR-22964,Failed encryption process: Unable to secure sensitive data.,Facilities,Peter,Captain America,Matrix,Service C,Closed,High,Medium,Medium,Low,2025-08-08T09:46:58.000000,2025-08-08T13:41:13.000000,2025-08-10T02:58:59.000000,1,Friday,0,3.904166666666667,37.29611111111111,41.20027777777778,1,2025-32
CR-22965,Phishing email flagged: User report received for fake login attempt.,Data,Martin,Michal,Avengers,Service B,Closed,Medium,Medium,Low,High,2025-08-08T19:11:22.000000,2025-08-08T21:18:55.000000,2025-08-09T18:31:30.000000,0,Friday,1,2.1258333333333335,21.209722222222222,23.335555555555555,0,2025-32
CR-22966,Firewall breach: Unauthorized access through open port.,Failure,Captain America,Michal,Avengers II,Service B,Closed,Medium,Low,Medium,Medium,2025-08-08T03:21:07.000000,2025-08-08T07:54:31.000000,2025-08-08T13:43:52.000000,0,Friday,1,4.556666666666667,5.8225,10.379166666666666,0,2025-32
CR-22967,Critical system alert: Root access attempted on production server.,Access,Thor,Martin,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-08-08T06:18:21.000000,2025-08-08T15:06:46.000000,2025-08-09T04:27:27.000000,1,Friday,0,8.806944444444444,13.344722222222222,22.151666666666667,0,2025-32
CR-22968,Malware detected on endpoint: Quarantine initiated.,Network,Jan,Michal,Matrix,Service B,In Progress,Medium,High,Medium,Low,2025-08-08T04:26:07.000000,2025-08-08T06:54:49.000000,,1,Friday,0,2.4783333333333335,,,0,2025-32
CR-22969,Data exfiltration alert: High outbound traffic flagged.,Failure,Captain America,Iron Man,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-08-08T11:39:35.000000,2025-08-08T18:20:32.000000,2025-08-09T10:27:17.000000,1,Friday,0,6.6825,16.1125,22.795,0,2025-32
CR-22970,DNS attack detected: Unusual query patterns observed.,Data,Thor,Captain America,Avengers,Service A,Closed,Low,High,High,High,2025-08-08T15:45:19.000000,2025-08-08T22:16:27.000000,2025-08-10T03:56:27.000000,0,Friday,1,6.518888888888889,29.666666666666668,36.18555555555555,1,2025-32
CR-22971,Cross-site scripting (XSS) detected on customer portal.,Failure,Captain America,Michal,Avengers II,Service C,Closed,Low,High,Low,Medium,2025-08-08T05:22:38.000000,2025-08-08T09:11:59.000000,2025-08-09T01:33:59.000000,0,Friday,1,3.8225,16.366666666666667,20.189166666666665,1,2025-32
CR-22972,Phishing email flagged: User report received for fake login attempt.,Access,Jan,Peter,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-08-08T03:25:54.000000,2025-08-08T11:03:15.000000,2025-08-08T13:58:41.000000,1,Friday,0,7.6225,2.923888888888889,10.546388888888888,0,2025-32
CR-22973,Unauthorized access attempt detected: IP flagged as suspicious.,Hardware,Captain America,Martin,Avengers II,Service A,Closed,High,High,Low,Medium,2025-08-08T02:51:33.000000,2025-08-08T11:05:58.000000,2025-08-09T11:07:08.000000,0,Friday,1,8.240277777777777,24.019444444444446,32.25972222222222,1,2025-32
