Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed,Processing Time (hrs),Response Time (hrs),Total Time (hrs)
ERR-2025-06992,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Friday,2025-08-01T20:42:20.000000,2025-08-01T20:57:20.000000,2025-08-01T23:59:12.430433,2025-08-02T00:14:12.430433,3.031111111111111,0.25,3.531111111111111
ERR-2025-06993,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-08-22T15:04:57.000000,2025-08-22T15:32:57.000000,2025-08-23T10:33:15.744671,2025-08-23T11:11:15.744671,19.005,0.4666666666666667,20.105
ERR-2025-06994,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,Medium,Monday,2025-08-04T23:31:54.000000,2025-08-05T00:39:54.000000,2025-08-05T05:45:59.529059,2025-08-05T06:40:59.529059,5.101388888888889,1.1333333333333333,7.151388888888889
ERR-2025-06995,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Iron Man,New,High,High,Medium,Thursday,2025-08-14T15:00:53.000000,,,,,,
ERR-2025-06996,Payment dispatched to sanctioned entity - compliance breach,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,High,Friday,2025-08-08T12:06:46.000000,2025-08-08T13:23:46.000000,2025-08-08T17:01:53.621748,2025-08-08T17:42:53.621748,3.6352777777777776,1.2833333333333334,5.601944444444444
ERR-2025-06997,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Saturday,2025-08-23T18:44:13.000000,2025-08-23T19:43:13.000000,2025-08-24T17:54:44.879100,2025-08-24T19:10:44.879100,22.191944444444445,0.9833333333333333,24.441944444444445
ERR-2025-06998,FX hedge rate misapplied to wrong transaction batch,Rates,SOLEMOS,Avengers,Hulk,Closed,Low,Low,Low,Friday,2025-08-29T11:42:00.000000,2025-08-29T11:55:00.000000,2025-08-30T16:08:25.038274,2025-08-30T17:23:25.038274,28.22361111111111,0.21666666666666667,29.690277777777776
ERR-2025-06999,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,STP CAT,Avengers,Thor,Closed,Medium,Low,Medium,Wednesday,2025-08-20T02:23:15.000000,2025-08-20T02:52:15.000000,2025-08-20T12:14:30.008478,2025-08-20T13:25:30.008478,9.370833333333334,0.48333333333333334,11.0375
ERR-2025-07000,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,High,Friday,2025-08-01T11:35:14.000000,2025-08-01T12:08:14.000000,2025-08-01T14:36:53.606060,2025-08-01T15:30:53.606060,2.4775,0.55,3.9275
ERR-2025-07001,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,STP CAT,Avengers,Thor,Closed,Low,Low,Low,Friday,2025-08-08T11:22:01.000000,2025-08-08T12:27:01.000000,2025-08-09T21:19:51.485131,2025-08-09T22:15:51.485131,32.88055555555555,1.0833333333333333,34.897222222222226
ERR-2025-07002,Cross-rate calculation error not caught before payment dispatch,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,Medium,Thursday,2025-08-21T12:05:20.000000,2025-08-21T12:36:20.000000,2025-08-21T13:25:23.244096,2025-08-21T13:40:23.244096,0.8175,0.5166666666666667,1.5841666666666667
ERR-2025-07003,Manual rate entry typo caused overcharge to client,Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,High,Thursday,2025-08-21T17:12:52.000000,2025-08-21T18:08:52.000000,2025-08-21T20:18:33.575328,2025-08-21T20:55:33.575328,2.161388888888889,0.9333333333333333,3.711388888888889
ERR-2025-07004,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Sunday,2025-08-10T14:08:13.000000,2025-08-10T15:18:13.000000,2025-08-11T09:26:20.049840,2025-08-11T09:45:20.049840,18.135277777777777,1.1666666666666667,19.61861111111111
ERR-2025-07005,Rate effective date set incorrectly - wrong rate applied to batch,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-08-22T13:30:39.000000,2025-08-22T14:00:39.000000,2025-08-23T02:10:10.664363,2025-08-23T02:48:10.664363,12.158611111111112,0.5,13.291944444444445
ERR-2025-07006,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Wednesday,2025-08-27T05:19:29.000000,2025-08-27T05:57:29.000000,2025-08-27T07:22:30.712576,2025-08-27T07:54:30.712576,1.4169444444444443,0.6333333333333333,2.5836111111111113
ERR-2025-07007,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Iron Man,In Progress,Medium,Medium,Medium,Tuesday,2025-08-05T17:51:50.000000,2025-08-05T18:15:50.000000,,,,0.4,
ERR-2025-07008,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Friday,2025-08-22T16:06:12.000000,2025-08-22T16:25:12.000000,2025-08-23T11:10:20.913047,2025-08-23T11:38:20.913047,18.752222222222223,0.31666666666666665,19.535555555555554
ERR-2025-07009,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,Avengers,Iron Man,Closed,Medium,Low,Medium,Monday,2025-08-11T19:49:18.000000,2025-08-11T20:08:18.000000,2025-08-12T15:02:30.062109,2025-08-12T16:17:30.062109,18.903333333333332,0.31666666666666665,20.47
ERR-2025-07010,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,Medium,High,Wednesday,2025-08-20T11:51:56.000000,2025-08-20T12:24:56.000000,2025-08-20T14:39:25.764912,2025-08-20T15:50:25.764912,2.241388888888889,0.55,3.9747222222222223
ERR-2025-07011,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Iron Man,Closed,Medium,Medium,Medium,Tuesday,2025-08-19T10:21:57.000000,2025-08-19T11:39:57.000000,2025-08-19T22:01:56.447802,2025-08-19T23:19:56.447802,10.366388888888888,1.3,12.966388888888888
ERR-2025-07012,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-08-04T08:12:13.000000,2025-08-04T09:25:13.000000,2025-08-04T19:20:16.892537,2025-08-04T20:01:16.892537,9.9175,1.2166666666666666,11.8175
ERR-2025-07013,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Wednesday,2025-08-27T04:23:24.000000,2025-08-27T04:41:24.000000,2025-08-27T07:40:40.639947,2025-08-27T08:24:40.639947,2.9877777777777776,0.3,4.021111111111111
ERR-2025-07014,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Hulk,In Progress,Critical,High,High,Friday,2025-08-08T12:32:58.000000,2025-08-08T13:03:58.000000,,,,0.5166666666666667,
ERR-2025-07015,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,Medium,Saturday,2025-08-23T04:49:22.000000,2025-08-23T05:47:22.000000,2025-08-23T09:41:45.607864,2025-08-23T10:33:45.607864,3.906388888888889,0.9666666666666667,5.739722222222222
ERR-2025-07016,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Iron Man,Closed,High,Medium,High,Wednesday,2025-08-27T04:27:27.000000,2025-08-27T05:01:27.000000,2025-08-27T08:38:59.086046,2025-08-27T09:58:59.086046,3.6255555555555556,0.5666666666666667,5.525555555555556
ERR-2025-07017,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Hulk,Closed,Critical,High,High,Friday,2025-08-08T14:19:12.000000,2025-08-08T15:11:12.000000,2025-08-08T17:13:32.680856,2025-08-08T18:23:32.680856,2.0388888888888888,0.8666666666666667,4.072222222222222
ERR-2025-07018,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,High,Medium,High,Thursday,2025-08-14T09:20:50.000000,2025-08-14T09:43:50.000000,2025-08-14T11:51:04.357242,2025-08-14T12:27:04.357242,2.1205555555555557,0.38333333333333336,3.1038888888888887
ERR-2025-07019,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Critical,Medium,Medium,Monday,2025-08-04T21:11:07.000000,2025-08-04T21:23:07.000000,2025-08-04T23:49:20.305323,2025-08-05T01:14:20.305323,2.4369444444444444,0.2,4.0536111111111115
ERR-2025-07020,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Thor,Closed,High,High,High,Saturday,2025-08-09T16:56:56.000000,2025-08-09T17:50:56.000000,2025-08-09T21:43:08.254630,2025-08-09T22:34:08.254630,3.87,0.9,5.62
ERR-2025-07021,Edit Queue item released without required dual authorisation,Edit Q,STP CAT,Avengers,Hulk,Closed,Medium,Medium,Medium,Monday,2025-08-11T08:28:11.000000,2025-08-11T09:20:11.000000,2025-08-11T16:05:49.868247,2025-08-11T16:39:49.868247,6.760555555555555,0.8666666666666667,8.193888888888889
ERR-2025-07022,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Friday,2025-08-15T17:44:04.000000,2025-08-15T18:37:04.000000,2025-08-16T03:56:40.683535,2025-08-16T05:23:40.683535,9.326666666666666,0.8833333333333333,11.66
ERR-2025-07023,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,Avengers,Hulk,Closed,Medium,Low,Low,Monday,2025-08-25T03:27:00.000000,2025-08-25T03:38:00.000000,2025-08-25T18:30:22.867894,2025-08-25T19:38:22.867894,14.872777777777777,0.18333333333333332,16.189444444444444
ERR-2025-07024,Basic payment keyed with transposed digits in account number,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Wednesday,2025-08-20T17:33:40.000000,2025-08-20T17:51:40.000000,2025-08-20T20:17:25.996878,2025-08-20T21:40:25.996878,2.4291666666666667,0.3,4.1125
ERR-2025-07025,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Punisher,Closed,Critical,High,High,Thursday,2025-08-28T11:35:11.000000,2025-08-28T12:00:11.000000,2025-08-28T14:58:00.487482,2025-08-28T15:29:00.487482,2.963611111111111,0.4166666666666667,3.8969444444444443
ERR-2025-07026,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,DC,Batman,Closed,Low,Low,Low,Friday,2025-08-01T13:32:05.000000,2025-08-01T13:42:05.000000,2025-08-03T07:00:36.220218,2025-08-03T07:34:36.220218,41.30861111111111,0.16666666666666666,42.04194444444445
ERR-2025-07027,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,DC,Aquaman,Closed,High,High,High,Monday,2025-08-11T11:22:40.000000,2025-08-11T12:14:40.000000,2025-08-11T15:05:51.651676,2025-08-11T16:09:51.651676,2.8530555555555557,0.8666666666666667,4.786388888888889
ERR-2025-07028,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Low,Tuesday,2025-08-26T00:32:32.000000,2025-08-26T01:28:32.000000,2025-08-26T10:04:10.931524,2025-08-26T10:45:10.931524,8.59388888888889,0.9333333333333333,10.210555555555555
ERR-2025-07029,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,DC,Batman,Closed,High,High,High,Friday,2025-08-01T10:40:11.000000,2025-08-01T12:03:11.000000,2025-08-01T17:21:01.085420,2025-08-01T18:35:01.085420,5.2972222222222225,1.3833333333333333,7.913888888888889
ERR-2025-07030,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Batman,Closed,Low,Low,Low,Saturday,2025-08-23T11:20:45.000000,2025-08-23T12:40:45.000000,2025-08-24T17:31:55.767474,2025-08-24T18:23:55.767474,28.852777777777778,1.3333333333333333,31.052777777777777
ERR-2025-07031,Incorrect amount corrected to wrong value during manual review,Edit Q,SOLEMOS,DC,Punisher,Closed,High,High,Medium,Monday,2025-08-11T16:23:26.000000,2025-08-11T17:41:26.000000,2025-08-11T23:33:25.814654,2025-08-11T23:48:25.814654,5.866388888888889,1.3,7.416388888888889
ERR-2025-07032,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Batman,In Progress,Medium,Low,Medium,Monday,2025-08-04T06:34:04.000000,2025-08-04T07:12:04.000000,,,,0.6333333333333333,
ERR-2025-07033,Incorrect interest rate applied to overnight settlement,Rates,SOLEMOS,DC,Dr. X,Closed,High,Medium,Medium,Tuesday,2025-08-05T06:01:01.000000,2025-08-05T07:05:01.000000,2025-08-05T11:39:56.151764,2025-08-05T12:25:56.151764,4.581944444444445,1.0666666666666667,6.415277777777778
ERR-2025-07034,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Aquaman,Closed,Medium,Medium,Medium,Thursday,2025-08-28T11:31:44.000000,2025-08-28T12:51:44.000000,2025-08-29T12:47:44.685924,2025-08-29T13:16:44.685924,23.933333333333334,1.3333333333333333,25.75
ERR-2025-07035,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,DC,Dr. X,Closed,High,Medium,High,Monday,2025-08-25T15:36:19.000000,2025-08-25T16:32:19.000000,2025-08-25T21:13:09.586901,2025-08-25T22:42:09.586901,4.680555555555555,0.9333333333333333,7.097222222222222
ERR-2025-07036,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Dr. X,Closed,High,High,High,Sunday,2025-08-24T04:10:45.000000,2025-08-24T05:02:45.000000,2025-08-24T07:43:45.861659,2025-08-24T08:30:45.861659,2.683333333333333,0.8666666666666667,4.333333333333333
ERR-2025-07037,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,DC,Batman,Closed,High,High,High,Saturday,2025-08-09T09:55:42.000000,2025-08-09T10:10:42.000000,2025-08-09T15:21:38.906509,2025-08-09T15:59:38.906509,5.182222222222222,0.25,6.065555555555555
ERR-2025-07038,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,DC,Batman,Closed,High,Medium,Medium,Wednesday,2025-08-06T13:00:53.000000,2025-08-06T13:13:53.000000,2025-08-06T17:45:24.391513,2025-08-06T18:41:24.391513,4.525277777777778,0.21666666666666667,5.675277777777778
ERR-2025-07039,Domestic payment submitted twice - duplicate detected post-settlement,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Low,Medium,Saturday,2025-08-09T09:42:54.000000,2025-08-09T09:58:54.000000,2025-08-09T17:54:27.470891,2025-08-09T19:00:27.470891,7.925833333333333,0.26666666666666666,9.2925
ERR-2025-07040,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,DC,Dr. X,Closed,High,Medium,Medium,Tuesday,2025-08-26T15:59:14.000000,2025-08-26T16:47:14.000000,2025-08-26T22:16:23.171849,2025-08-26T23:22:23.171849,5.485833333333333,0.8,7.385833333333333
ERR-2025-07041,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,DC,Punisher,Closed,High,Medium,Medium,Friday,2025-08-29T15:13:49.000000,2025-08-29T15:51:49.000000,2025-08-29T19:14:14.578180,2025-08-29T19:42:14.578180,3.373611111111111,0.6333333333333333,4.473611111111111
ERR-2025-07042,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Batman,On Hold,High,Medium,High,Friday,2025-08-29T17:14:06.000000,,,,,,
ERR-2025-07043,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,DC,Punisher,Closed,High,High,High,Monday,2025-08-18T18:14:49.000000,2025-08-18T19:15:49.000000,2025-08-18T21:37:58.975303,2025-08-18T21:57:58.975303,2.3691666666666666,1.0166666666666666,3.7191666666666667
ERR-2025-07044,Batch domestic file contained incorrect beneficiary account details,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Thursday,2025-08-07T14:18:47.000000,2025-08-07T14:44:47.000000,2025-08-08T03:39:08.620390,2025-08-08T04:57:08.620390,12.905833333333334,0.43333333333333335,14.639166666666666
ERR-2025-07045,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Punisher,Closed,High,High,Medium,Thursday,2025-08-21T08:15:00.000000,2025-08-21T09:22:00.000000,2025-08-21T14:53:15.429823,2025-08-21T15:10:15.429823,5.520833333333333,1.1166666666666667,6.920833333333333
ERR-2025-07046,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Thursday,2025-08-28T00:56:48.000000,2025-08-28T01:12:48.000000,2025-08-28T21:12:24.625290,2025-08-28T22:15:24.625290,19.993333333333332,0.26666666666666666,21.31
ERR-2025-07047,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Aquaman,On Hold,Low,Low,Low,Thursday,2025-08-21T06:05:19.000000,,,,,,
ERR-2025-07048,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,DC,Punisher,Closed,Critical,High,High,Thursday,2025-08-28T08:45:36.000000,2025-08-28T09:48:36.000000,2025-08-28T10:28:19.958901,2025-08-28T11:58:19.958901,0.6619444444444444,1.05,3.2119444444444443
ERR-2025-07049,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,DC,Batman,Closed,High,Medium,High,Tuesday,2025-08-12T19:20:13.000000,2025-08-12T20:01:13.000000,2025-08-13T01:05:15.282619,2025-08-13T01:46:15.282619,5.067222222222222,0.6833333333333333,6.433888888888889
ERR-2025-07050,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,DC,Dr. X,Closed,High,High,High,Friday,2025-08-08T14:55:04.000000,2025-08-08T16:14:04.000000,2025-08-08T20:50:45.328128,2025-08-08T21:09:45.328128,4.6113888888888885,1.3166666666666667,6.244722222222222
ERR-2025-07051,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,DC,Punisher,Closed,Critical,High,High,Wednesday,2025-08-27T16:56:36.000000,2025-08-27T18:17:36.000000,2025-08-27T19:47:02.569306,2025-08-27T20:03:02.569306,1.4905555555555556,1.35,3.107222222222222
ERR-2025-07052,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,DC,Aquaman,Closed,Medium,Medium,Medium,Saturday,2025-08-23T12:45:21.000000,2025-08-23T14:08:21.000000,2025-08-24T07:08:28.875555,2025-08-24T07:50:28.875555,17.001944444444444,1.3833333333333333,19.085277777777776
ERR-2025-07053,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Dr. X,Closed,High,Medium,Medium,Saturday,2025-08-30T14:33:41.000000,2025-08-30T15:53:41.000000,2025-08-30T19:16:53.488720,2025-08-30T19:32:53.488720,3.3866666666666667,1.3333333333333333,4.986666666666666
ERR-2025-07054,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,DC,Batman,Closed,Critical,High,Medium,Friday,2025-08-15T12:26:14.000000,2025-08-15T12:59:14.000000,2025-08-15T14:20:02.206518,2025-08-15T15:47:02.206518,1.3466666666666667,0.55,3.3466666666666667
